pais;pagina;chave;votos;pct_impresso
PERU;376;LULA;24;22.86
POLONIA;376;#ELEITORADO;41;
POLONIA;376;#SECOES;1;
POLONIA;376;#ABSTENCOES;14;34.15
POLONIA;376;#VOTANTES;27;65.85
POLONIA;376;#BRANCOS;1;2.44
POLONIA;376;#NULOS;4;9.76
POLONIA;376;#VOTOS VALIDOS;22;53.66
POLONIA;376;LULA;14;63.64
POLONIA;376;COLLOR;8;36.36
PORTUGAL;376;#ELEITORADO;1102;
PORTUGAL;376;#SECOES;3;
PORTUGAL;376;#ABSTENCOES;412;37.39
PORTUGAL;376;#VOTANTES;690;62.61
PORTUGAL;376;#BRANCOS;8;0.73
PORTUGAL;376;#NULOS;11;1.00
PORTUGAL;376;#VOTOS VALIDOS;671;60.89
PORTUGAL;376;COLLOR;395;58.87
PORTUGAL;376;LULA;276;41.13
REPUBLICA DOMINICANA;376;#ELEITORADO;56;
REPUBLICA DOMINICANA;376;#SECOES;1;
REPUBLICA DOMINICANA;376;#ABSTENCOES;22;39.29
REPUBLICA DOMINICANA;376;#VOTANTES;34;60.71
REPUBLICA DOMINICANA;376;#BRANCOS;1;1.79
REPUBLICA DOMINICANA;376;#NULOS;0;0.00
REPUBLICA DOMINICANA;376;#VOTOS VALIDOS;33;58.93
REPUBLICA DOMINICANA;376;COLLOR;22;66.67
REPUBLICA DOMINICANA;376;LULA;11;33.33
REPUBLICA DOS CAMAROES;376;#ELEITORADO;11;
REPUBLICA DOS CAMAROES;376;#SECOES;1;
REPUBLICA DOS CAMAROES;376;#ABSTENCOES;11;100.00
REPUBLICA DOS CAMAROES;376;#VOTANTES;0;0.00
REPUBLICA DOS CAMAROES;376;#BRANCOS;0;6.00
REPUBLICA DOS CAMAROES;376;#VOTOS VALIDOS;1;
REPUBLICA DOS CAMAROES;376;COLLOR;0;0.00
ROMENIA;376;#ELEITORADO;2;
ROMENIA;376;#SECOES;1;
ROMENIA;376;#ABSTENCOES;2;100.00
ROMENIA;376;#VOTANTES;0;0.00
ROMENIA;376;#BRANCOS;0;0.00
ROMENIA;376;#NULOS;0;6.00
ROMENIA;376;#VOTOS VALIDOS;1;50.00
ROMENIA;376;LULA;0;0.00
ROMENIA;376;COLLOR;0;0.00
SENEGAL;376;#ELEITORADO;22;
SENEGAL;376;#SECOES;1;
SENEGAL;376;#ABSTENCOES;22;100.00
SENEGAL;376;#VOTANTES;0;0.00
SENEGAL;376;#BRANCOS;0;0.00
SENEGAL;376;#NULOS;0;0.00
SENEGAL;376;#VOTOS VALIDOS;1;4.55
SENEGAL;376;LULA;1;
SENEGAL;376;COLLOR;0;0.00
SIRIA;377;#ELEITORADO;13;
SIRIA;377;#SECOES;1;
SIRIA;377;#ABSTENCOES;13;100.00
SIRIA;377;#VOTANTES;0;0.00
SIRIA;377;#BRANCOS;0;0.00
SIRIA;377;#NULOS;0;0.00
SIRIA;377;#VOTOS VALIDOS;1;7.69
SIRIA;377;LULA;0;0.00
SIRIA;377;COLLOR;0;0.00
SUECIA;377;#ELEITORADO;50;
SUECIA;377;#SECOES;1;
SUECIA;377;#ABSTENCOES;19;38.00
SUECIA;377;#VOTANTES;31;62.00
SUECIA;377;#BRANCOS;1;2.00
SUECIA;377;#NULOS;1;2.00
SUECIA;377;#VOTOS VALIDOS;29;58.00
SUECIA;377;LULA;18;62.07
SUECIA;377;COLLOR;11;37.93
SUICA;377;#ELEITORADO;460;
SUICA;377;#SECOES;2;
SUICA;377;#ABSTENCOES;434;94.35
SUICA;377;#VOTANTES;26;5.65
SUICA;377;#BRANCOS;0;6.00
SUICA;377;#NULOS;0;0.00
SUICA;377;#VOTOS VALIDOS;26;5.65
SUICA;377;LULA;21;80.77
SUICA;377;COLLOR;5;19.23
SURINAME;377;#ELEITORADO;66;
SURINAME;377;#SECOES;1;
SURINAME;377;#ABSTENCOES;25;37.88
SURINAME;377;#VOTANTES;41;62.12
SURINAME;377;#BRANCOS;0;0.00
SURINAME;377;#NULOS;1;1.52
SURINAME;377;#VOTOS VALIDOS;40;60.61
SURINAME;377;COLLOR;26;65.00
SURINAME;377;LULA;14;35.00
TAILANDIA;377;#ELEITORADO;17;
TAILANDIA;377;#SECOES;1;
TAILANDIA;377;#ABSTENCOES;17;100.00
TAILANDIA;377;#VOTANTES;0;0.00
TAILANDIA;377;#BRANCOS;0;0.00
TAILANDIA;377;#NULOS;0;0.00
TAILANDIA;377;#VOTOS VALIDOS;1;5.88
TAILANDIA;377;LULA;0;6.00
TAILANDIA;377;COLLOR;0;0.00
TANZANIA;377;#ELEITORADO;14;
TANZANIA;377;#SECOES;1;
TANZANIA;377;#ABSTENCOES;14;100.00
TANZANIA;377;#VOTANTES;0;0.00
TANZANIA;377;#BRANCOS;0;0.00
TANZANIA;377;#NULOS;0;0.00
TANZANIA;377;#VOTOS VALIDOS;1;7.14
TANZANIA;377;LULA;0;0.00
TANZANIA;377;COLLOR;0;0.00
TOGO;377;#ELEITORADO;9;
TOGO;377;#SECOES;1;
TOGO;377;#ABSTENCOES;9;100.00
TOGO;377;#VOTANTES;0;0.00
TOGO;377;#BRANCOS;0;0.00
TOGO;377;#NULOS;0;0.00
TOGO;377;#VOTOS VALIDOS;1;11.11
TOGO;377;LULA;0;0.00
TOGO;377;COLLOR;0;0.00
TRINIDAD TOBAGO;377;#ELEITORADO;21;
TRINIDAD TOBAGO;377;#SECOES;1;
TRINIDAD TOBAGO;377;#ABSTENCOES;21;100.00
TRINIDAD TOBAGO;377;#VOTANTES;0;0.00
TRINIDAD TOBAGO;377;#BRANCOS;0;0.00
TRINIDAD TOBAGO;377;#NULOS;0;0.00
TRINIDAD TOBAGO;377;#VOTOS VALIDOS;1;4.76
TRINIDAD TOBAGO;377;LULA;0;0.00
TUNISIA;377;#ELEITORADO;16;
TUNISIA;377;#SECOES;1;
TUNISIA;377;#ABSTENCOES;16;100.00
TUNISIA;377;#VOTANTES;0;0.00
TUNISIA;377;#BRANCOS;0;0.00
TUNISIA;377;#NULOS;0;0.00
TUNISIA;377;#VOTOS VALIDOS;1;6.25
TUNISIA;377;LULA;0;0.00
TUNISIA;377;COLLOR;0;0.00
TURQUIA;377;#ELEITORADO;7;
TURQUIA;377;#SECOES;4;
TURQUIA;377;#ABSTENCOES;7;100.00
TURQUIA;377;#VOTANTES;0;0.00
TURQUIA;377;#BRANCOS;0;0.00
TURQUIA;377;#NULOS;0;0.00
TURQUIA;377;#VOTOS VALIDOS;1;14.29
TURQUIA;377;LULA;0;0.00
TURQUIA;377;COLLOR;0;0.00
UNIAO SOVIETICA;377;#ELEITORADO;62;
UNIAO SOVIETICA;377;#SECOES;1;
UNIAO SOVIETICA;377;#ABSTENCOES;26;41.94
UNIAO SOVIETICA;377;#VOTANTES;36;58.06
UNIAO SOVIETICA;377;#BRANCOS;2;3.23
UNIAO SOVIETICA;377;#NULOS;0;0.00
UNIAO SOVIETICA;377;#VOTOS VALIDOS;34;54.84
UNIAO SOVIETICA;377;LULA;28;82.35
UNIAO SOVIETICA;377;COLLOR;6;17.65
URUGUAI;377;#ELEITORADO;419;
URUGUAI;377;#SECOES;4;
URUGUAI;377;#ABSTENCOES;1383;31.74
URUGUAI;377;#VOTANTES;286;68.26
URUGUAI;377;#BRANCOS;6;1.43
URUGUAI;377;#NULOS;5;1.19
URUGUAI;377;#VOTOS VALIDOS;275;65.63
URUGUAI;377;COLLOR;154;56.00
URUGUAI;377;LULA;121;44.00
VENEZUELA;377;#ELEITORADO;348;
VENEZUELA;377;#SECOES;3;
VENEZUELA;377;#ABSTENCOES;181;52.01
VENEZUELA;377;#VOTANTES;167;47.99
VENEZUELA;377;#BRANCOS;1;0.29
VENEZUELA;377;#NULOS;0;0.20
VENEZUELA;377;#VOTOS VALIDOS;165;47.41
VENEZUELA;377;COLLOR;119;72.12
VENEZUELA;377;LULA;46;27.88
ZAIRE;377;#ELEITORADO;43;
ZAIRE;377;#SECOES;1;
ZAIRE;377;#ABSTENCOES;43;100.00
ZAIRE;377;#VOTANTES;0;
ZAIRE;377;#BRANCOS;0;0.00
ZAIRE;377;#NULOS;0;0.00
ZAIRE;377;#VOTOS VALIDOS;1;2.33
ZAIRE;377;LULA;0;0.00
ZAIRE;377;COLLOR;0;0.00
ZIMBABWE;377;#SECOES;1;
ZIMBABWE;377;#ABSTENCOES;11;100.00
ZIMBABWE;377;#VOTANTES;0;0.00
ZIMBABWE;377;#BRANCOS;0;0.00
ZIMBABWE;377;#NULOS;0;0.00
ZIMBABWE;377;#VOTOS VALIDOS;1;9.09
ZIMBABWE;377;LULA;0;0.00
ZIMBABWE;377;COLLOR;0;0.00
