pais;pagina;chave;votos;pct_impresso
ARABIA SAUDITA;372;COLLOR;15;88.24
ARABIA SAUDITA;372;LULA;2;11.76
ARGELIA;372;#ELEITORADO;22;
ARGELIA;372;#SECOES;1;
ARGELIA;372;#ABSTENCOES;22;100.00
ARGELIA;372;#VOTANTES;0;0.00
ARGELIA;372;#BRANCOS;0;0.00
ARGELIA;372;#NULOS;0;0.00
ARGELIA;372;#VOTOS VALIDOS;1;4.55
ARGELIA;372;LULA;0;0.00
ARGELIA;372;COLLOR;0;0.00
ARGENTINA;372;#ELEITORADO;665;
ARGENTINA;372;#SECOES;2;
ARGENTINA;372;#ABSTENCOES;178;26.77
ARGENTINA;372;#VOTANTES;487;73.23
ARGENTINA;372;#BRANCOS;6;0.90
ARGENTINA;372;#NULOS;7;1.05
ARGENTINA;372;#VOTOS VALIDOS;474;71.28
ARGENTINA;372;COLLOR;264;55.70
ARGENTINA;372;LULA;210;44.30
AUSTRALIA;372;#ELEITORADO;119;
AUSTRALIA;372;#SECOES;2;
AUSTRALIA;372;#ABSTENCOES;32;26.89
AUSTRALIA;372;#VOTANTES;87;73.11
AUSTRALIA;372;#BRANCOS;0;0.00
AUSTRALIA;372;#NULOS;0;0.00
AUSTRALIA;372;#VOTOS VALIDOS;87;73.11
AUSTRALIA;372;LULA;51;58.62
AUSTRALIA;372;COLLOR;36;41.38
AUSTRIA;372;#ELEITORADO;247;
AUSTRIA;372;#SECOES;1;
AUSTRIA;372;#ABSTENCOES;71;28.74
AUSTRIA;372;#VOTANTES;176;71.26
AUSTRIA;372;#BRANCOS;3;1.21
AUSTRIA;372;#NULOS;2;0.81
AUSTRIA;372;#VOTOS VALIDOS;171;69.23
AUSTRIA;372;LULA;114;66.67
AUSTRIA;372;COLLOR;57;33.33
BANGLADESH;372;#ELEITORADO;1;
BANGLADESH;372;#SECOES;1;
BANGLADESH;372;#ABSTENCOES;1;100.00
BANGLADESH;372;#VOTANTES;0;0.00
BANGLADESH;372;#BRANCOS;0;0.00
BANGLADESH;372;#NULOS;0;0.00
BANGLADESH;372;#VOTOS VALIDOS;1;100.00
BANGLADESH;372;LULA;0;0.00
BANGLADESH;372;COLLOR;0;0.00
BARBADOS;372;#ELEITORADO;10;
BARBADOS;372;#SECOES;1;
BARBADOS;372;#ABSTENCOES;10;100.00
BARBADOS;372;#VOTANTES;0;0.00
BARBADOS;372;#BRANCOS;0;0.00
BARBADOS;372;#VOTOS VALIDOS;1;10.00
BARBADOS;372;LULA;0;0.00
BARBADOS;372;COLLOR;0;0.00
BELGICA;372;#ELEITORADO;292;
BELGICA;372;#SECOES;1;
BELGICA;372;#ABSTENCOES;103;35.27
BELGICA;372;#VOTANTES;189;64.73
BELGICA;372;#BRANCOS;0;0.00
BELGICA;372;#NULOS;3;1.03
BELGICA;372;#VOTOS VALIDOS;186;63.70
BELGICA;372;LULA;135;72.58
BELGICA;372;COLLOR;51;
BOLIVIA;372;#ELEITORADO;376;
BOLIVIA;372;#SECOES;3;
BOLIVIA;372;#ABSTENCOES;165;43.88
BOLIVIA;372;#VOTANTES;211;56.12
BOLIVIA;372;#BRANCOS;2;0.53
BOLIVIA;372;#NULOS;1;0.27
BOLIVIA;372;#VOTOS VALIDOS;208;55.32
BOLIVIA;372;COLLOR;138;
BOLIVIA;372;LULA;70;33.65
BULGARIA;372;#ELEITORADO;10;
BULGARIA;372;#SECOES;1;
BULGARIA;372;#ABSTENCOES;10;100.00
BULGARIA;372;#VOTANTES;0;0.00
BULGARIA;372;#BRANCOS;0;0.00
BULGARIA;372;#NULOS;0;0.00
BULGARIA;372;#VOTOS VALIDOS;1;10.00
BULGARIA;372;LULA;0;0.00
BULGARIA;372;COLLOR;0;0.00
CABO VERDE;372;#ELEITORADO;25;
CABO VERDE;372;#SECOES;1;
CABO VERDE;372;#ABSTENCOES;25;100.00
CABO VERDE;372;#VOTANTES;0;0.00
CABO VERDE;372;#BRANCOS;0;0.00
CABO VERDE;372;#NULOS;0;0.00
CABO VERDE;372;#VOTOS VALIDOS;1;4.00
CABO VERDE;372;LULA;0;0.00
CABO VERDE;372;COLLOR;0;0.00
CANADA;373;#ELEITORADO;837;
CANADA;373;#SECOES;4;
CANADA;373;#ABSTENCOES;405;48.39
CANADA;373;#VOTANTES;432;51.61
CANADA;373;#BRANCOS;3;
CANADA;373;#NULOS;14;1.67
CANADA;373;#VOTOS VALIDOS;415;49.58
CANADA;373;LULA;231;55.66
CANADA;373;COLLOR;184;44.34
CHECOSLOVAQUIA;373;#ELEITORADO;27;
CHECOSLOVAQUIA;373;#SECOES;1;
CHECOSLOVAQUIA;373;#ABSTENCOES;27;100.00
CHECOSLOVAQUIA;373;#VOTANTES;0;0.00
CHECOSLOVAQUIA;373;#BRANCOS;0;0.00
CHECOSLOVAQUIA;373;#NULOS;0;0.00
CHECOSLOVAQUIA;373;#VOTOS VALIDOS;1;3.70
CHECOSLOVAQUIA;373;LULA;0;0.00
CHECOSLOVAQUIA;373;COLLOR;0;0.00
CHILE;373;#ELEITORADO;210;
CHILE;373;#ABSTENCOES;57;27.14
CHILE;373;#VOTANTES;153;72.86
CHILE;373;#BRANCOS;1;0.48
CHILE;373;#NULOS;6;2.86
CHILE;373;#VOTOS VALIDOS;146;69.52
CHILE;373;COLLOR;77;52.74
CHILE;373;LULA;69;47.26
CHINA;373;#ELEITORADO;17;
CHINA;373;#SECOES;1;
CHINA;373;#ABSTENCOES;17;100.00
CHINA;373;#VOTANTES;0;0.00
CHINA;373;#BRANCOS;0;0.00
CHINA;373;#NULOS;0;0.00
CHINA;373;#VOTOS VALIDOS;1;5.88
CHINA;373;LULA;0;0.00
CHINA;373;COLLOR;0;0.00
CINGAPURA;373;#ELEITORADO;33;
CINGAPURA;373;#SECOES;1;
CINGAPURA;373;#ABSTENCOES;6;18.18
CINGAPURA;373;#BRANCOS;0;0.00
CINGAPURA;373;#NULOS;0;0.00
CINGAPURA;373;#VOTOS VALIDOS;27;81.82
CINGAPURA;373;LULA;21;77.78
CINGAPURA;373;COLLOR;6;22.22
COLOMBIA;373;#ELEITORADO;143;
COLOMBIA;373;#SECOES;1;
COLOMBIA;373;#ABSTENCOES;64;44.76
COLOMBIA;373;#VOTANTES;79;55.24
COLOMBIA;373;#BRANCOS;0;0.00
COLOMBIA;373;#NULOS;1;0.70
COLOMBIA;373;#VOTOS VALIDOS;78;54.55
COLOMBIA;373;LULA;39;50.00
COLOMBIA;373;COLLOR;39;50.00
COREIA;373;#ELEITORADO;19;
COREIA;373;#SECOES;1;
COREIA;373;#ABSTENCOES;19;100.00
COREIA;373;#VOTANTES;0;0.00
COREIA;373;#BRANCOS;0;0.00
COREIA;373;#NULOS;0;0.00
COREIA;373;#VOTOS VALIDOS;1;5.26
COREIA;373;LULA;0;0.00
COREIA;373;COLLOR;0;0.00
COSTA DO MARFIM;373;#ELEITORADO;91;
COSTA DO MARFIM;373;#SECOES;1;
COSTA DO MARFIM;373;#ABSTENCOES;39;42.86
COSTA DO MARFIM;373;#VOTANTES;52;57.14
COSTA DO MARFIM;373;#BRANCOS;0;0.00
COSTA DO MARFIM;373;#NULOS;0;0.00
COSTA DO MARFIM;373;#VOTOS VALIDOS;52;57.14
COSTA DO MARFIM;373;COLLOR;31;59.62
COSTA DO MARFIM;373;LULA;21;40.38
COSTA RICA;373;#ELEITORADO;78;
COSTA RICA;373;#SECOES;1;
COSTA RICA;373;#ABSTENCOES;19;24.36
COSTA RICA;373;#VOTANTES;59;75.64
COSTA RICA;373;#NULOS;0;0.00
COSTA RICA;373;#VOTOS VALIDOS;58;74.36
COSTA RICA;373;COLLOR;30;51.72
COSTA RICA;373;LULA;28;48.28
CUBA;373;#ELEITORADO;32;
CUBA;373;#SECOES;1;
CUBA;373;#ABSTENCOES;5;15.63
CUBA;373;#BRANCOS;1;
CUBA;373;#NULOS;0;0.00
CUBA;373;#VOTOS VALIDOS;26;81.25
CUBA;373;LULA;23;88.46
CUBA;373;COLLOR;3;11.54
DINAMARCA;373;#ELEITORADO;66;
DINAMARCA;373;#SECOES;1;
DINAMARCA;373;#ABSTENCOES;27;40.91
DINAMARCA;373;#VOTANTES;39;59.09
DINAMARCA;373;#BRANCOS;1;1.52
DINAMARCA;373;#NULOS;0;0.00
DINAMARCA;373;#VOTOS VALIDOS;38;57.58
DINAMARCA;373;LULA;27;71.05
DINAMARCA;373;COLLOR;11;28.95
EGITO;373;#ELEITORADO;30;
EGITO;373;#SECOES;1;
EGITO;373;#ABSTENCOES;9;30.00
EGITO;373;#VOTANTES;21;70.00
EGITO;373;#BRANCOS;1;3.33
EGITO;373;#NULOS;0;0.00
EGITO;373;#VOTOS VALIDOS;20;66.67
EGITO;373;COLLOR;12;60.00
EGITO;373;LULA;8;40.00
EMIRADOS ARABES;373;#ELEITORADO;30;
EMIRADOS ARABES;373;#SECOES;1;
EMIRADOS ARABES;373;#ABSTENCOES;18;60.00
EMIRADOS ARABES;373;#VOTANTES;12;40.00
EMIRADOS ARABES;373;#BRANCOS;0;0.00
EMIRADOS ARABES;373;#NULOS;0;0.00
EMIRADOS ARABES;373;#VOTOS VALIDOS;12;40.00
EMIRADOS ARABES;373;LULA;7;58.33
EMIRADOS ARABES;373;COLLOR;5;41.67
EQUADOR;373;#ELEITORADO;236;
EQUADOR;373;#SECOES;2;
EQUADOR;373;#ABSTENCOES;50;21.19
EQUADOR;373;#VOTANTES;186;78.81
EQUADOR;373;#BRANCOS;0;0.00
EQUADOR;373;#NULOS;3;1.27
EQUADOR;373;#VOTOS VALIDOS;183;77.54
EQUADOR;373;COLLOR;100;54.64
EQUADOR;373;LULA;83;45.36
ESPANHA;373;#ELEITORADO;355;
ESPANHA;373;#SECOES;2;
ESPANHA;373;#ABSTENCOES;119;33.52
ESPANHA;373;#VOTANTES;236;66.48
ESPANHA;373;#BRANCOS;7;1.97
ESPANHA;373;#NULOS;2;0.56
ESPANHA;373;#VOTOS VALIDOS;227;63.94
ESPANHA;373;LULA;161;70.93
ESPANHA;373;COLLOR;66;29.07
ESTADOS UNIDOS;374;#ELEITORADO;2228;
ESTADOS UNIDOS;374;#SECOES;11;
ESTADOS UNIDOS;374;#ABSTENCOES;685;30.75
ESTADOS UNIDOS;374;#VOTANTES;1543;69.25
ESTADOS UNIDOS;374;#BRANCOS;20;0.90
ESTADOS UNIDOS;374;#NULOS;28;1.26
ESTADOS UNIDOS;374;#VOTOS VALIDOS;1495;67.10
ESTADOS UNIDOS;374;LULA;835;55.85
ESTADOS UNIDOS;374;COLLOR;660;44.15
FILIPINAS;374;#ELEITORADO;33;
FILIPINAS;374;#SECOES;1;
FILIPINAS;374;#ABSTENCOES;12;36.36
FILIPINAS;374;#VOTANTES;21;63.64
FILIPINAS;374;#BRANCOS;0;0.00
FILIPINAS;374;#NULOS;1;3.03
FILIPINAS;374;#VOTOS VALIDOS;20;60.61
FILIPINAS;374;LULA;11;55.00
FILIPINAS;374;COLLOR;9;45.00
FINLANDIA;374;#ELEITORADO;28;
FINLANDIA;374;#SECOES;1;
FINLANDIA;374;#ABSTENCOES;28;100.00
FINLANDIA;374;#VOTANTES;0;0.00
FINLANDIA;374;#BRANCOS;0;0.00
FINLANDIA;374;#NULOS;0;0.00
FINLANDIA;374;#VOTOS VALIDOS;1;3.57
FINLANDIA;374;LULA;0;0.00
FINLANDIA;374;COLLOR;0;0.00
FRANCA;374;#ELEITORADO;974;
FRANCA;374;#SECOES;3;
FRANCA;374;#ABSTENCOES;214;21.97
FRANCA;374;#VOTANTES;760;
FRANCA;374;#BRANCOS;6;0.62
FRANCA;374;#NULOS;17;1.75
FRANCA;374;#VOTOS VALIDOS;737;75.67
FRANCA;374;LULA;616;83.58
FRANCA;374;COLLOR;121;16.42
GABAO;374;#ELEITORADO;8;
GABAO;374;#SECOES;1;
GABAO;374;#ABSTENCOES;8;100.00
GABAO;374;#VOTANTES;0;0.00
GABAO;374;#BRANCOS;0;0.00
GABAO;374;#NULOS;0;0.00
GABAO;374;#VOTOS VALIDOS;1;12.50
GABAO;374;LULA;0;0.00
GABAO;374;COLLOR;0;0.00
GRECIA;374;#ELEITORADO;163;
GRECIA;374;#SECOES;1;
GRECIA;374;#ABSTENCOES;53;32.52
GRECIA;374;#VOTANTES;110;67.48
GRECIA;374;#BRANCOS;0;0.00
GRECIA;374;#NULOS;1;0.61
GRECIA;374;#VOTOS VALIDOS;109;66.87
GRECIA;374;COLLOR;64;58.72
GRECIA;374;LULA;45;41.28
GUATEMALA;374;#ELEITORADO;45;
GUATEMALA;374;#SECOES;1;
GUATEMALA;374;#ABSTENCOES;25;55.56
GUATEMALA;374;#VOTANTES;20;44.44
GUATEMALA;374;#BRANCOS;0;0.00
GUATEMALA;374;#NULOS;0;0.00
GUATEMALA;374;#VOTOS VALIDOS;20;44.44
GUATEMALA;374;LULA;10;50.00
GUATEMALA;374;COLLOR;10;50.00
GUIANA;374;#ELEITORADO;20;
GUIANA;374;#SECOES;1;
GUIANA;374;#ABSTENCOES;20;100.00
GUIANA;374;#VOTANTES;0;0.00
GUIANA;374;#BRANCOS;0;0.00
GUIANA;374;#NULOS;0;0.00
GUIANA;374;#VOTOS VALIDOS;1;5.00
GUIANA;374;LULA;0;0.00
GUIANA;374;COLLOR;0;0.00
GUIANA FRANCESA;374;#ELEITORADO;296;
GUIANA FRANCESA;374;#SECOES;1;
GUIANA FRANCESA;374;#ABSTENCOES;196;66.22
GUIANA FRANCESA;374;#VOTANTES;100;33.78
GUIANA FRANCESA;374;#BRANCOS;4;1.35
GUIANA FRANCESA;374;#NULOS;1;0.34
GUIANA FRANCESA;374;#VOTOS VALIDOS;95;32.09
GUIANA FRANCESA;374;COLLOR;72;75.79
GUIANA FRANCESA;374;LULA;23;24.21
GUINE BISSAU;374;#ELEITORADO;53;
GUINE BISSAU;374;#SECOES;1;
GUINE BISSAU;374;#ABSTENCOES;15;28.30
GUINE BISSAU;374;#VOTANTES;38;71.70
GUINE BISSAU;374;#BRANCOS;0;0.00
GUINE BISSAU;374;#NULOS;1;1.89
GUINE BISSAU;374;#VOTOS VALIDOS;37;69.81
GUINE BISSAU;374;LULA;25;67.57
GUINE BISSAU;374;COLLOR;12;32.43
HAITI;374;#ELEITORADO;23;
HAITI;374;#SECOES;1;
HAITI;374;#ABSTENCOES;23;100.00
HAITI;374;#VOTANTES;0;0.00
HAITI;374;#BRANCOS;0;0.00
HAITI;374;#NULOS;0;0.00
HAITI;374;#VOTOS VALIDOS;1;4.35
HAITI;374;LULA;0;0.00
HAITI;374;COLLOR;0;0.00
HOLANDA;374;#ELEITORADO;39;
HOLANDA;374;#SECOES;1;
HOLANDA;374;#ABSTENCOES;7;17.95
HOLANDA;374;#VOTANTES;32;82.05
HOLANDA;374;#BRANCOS;0;0.00
HOLANDA;374;#NULOS;1;2.56
HOLANDA;374;#VOTOS VALIDOS;31;79.49
HOLANDA;374;LULA;25;80.65
HOLANDA;374;COLLOR;6;19.35
HONDURAS;374;#ELEITORADO;21;
HONDURAS;374;#SECOES;1;
HONDURAS;374;#ABSTENCOES;21;100.00
HONDURAS;374;#VOTANTES;0;0.00
HONDURAS;374;#BRANCOS;0;0.00
HONDURAS;374;#NULOS;0;0.00
HONDURAS;374;#VOTOS VALIDOS;1;4.76
HONDURAS;374;LULA;0;0.00
HONDURAS;374;COLLOR;0;0.00
HUNGRIA;374;#ELEITORADO;29;
HUNGRIA;374;#SECOES;1;
HUNGRIA;374;#ABSTENCOES;29;100.00
HUNGRIA;374;#VOTANTES;0;0.00
HUNGRIA;374;#BRANCOS;0;0.00
HUNGRIA;374;#NULOS;0;
HUNGRIA;374;#VOTOS VALIDOS;1;3.45
HUNGRIA;374;LULA;0;0.00
HUNGRIA;374;COLLOR;0;0.00
INDIA;374;#ELEITORADO;21;
INDIA;374;#ABSTENCOES;21;100.00
INDIA;374;#VOTANTES;0;0.00
INDIA;374;#BRANCOS;0;0.00
INDIA;374;#NULOS;0;0.00
INDIA;374;#VOTOS VALIDOS;1;4.76
INDIA;374;LULA;0;0.00
INDIA;374;COLLOR;0;0.00
INDONESIA;375;#ELEITORADO;28;
INDONESIA;375;#SECOES;1;
INDONESIA;375;#ABSTENCOES;28;100.00
INDONESIA;375;#VOTANTES;0;0.00
INDONESIA;375;#BRANCOS;0;0.00
INDONESIA;375;#NULOS;0;0.00
INDONESIA;375;#VOTOS VALIDOS;1;3.57
INDONESIA;375;LULA;0;0.00
INDONESIA;375;COLLOR;0;0.00
INGLATERRA;375;#ELEITORADO;1162;
INGLATERRA;375;#SECOES;4;
INGLATERRA;375;#ABSTENCOES;337;29.00
INGLATERRA;375;#VOTANTES;825;71.00
INGLATERRA;375;#BRANCOS;12;
INGLATERRA;375;#VOTOS VALIDOS;790;67.99
INGLATERRA;375;LULA;589;74.56
INGLATERRA;375;COLLOR;201;25.44
IRA;375;#ELEITORADO;15;
IRA;375;#SECOES;1;
IRA;375;#ABSTENCOES;15;100.00
IRA;375;#VOTANTES;0;0.00
IRA;375;#BRANCOS;0;0.00
IRA;375;#NULOS;0;0.00
IRA;375;#VOTOS VALIDOS;1;6.67
IRA;375;LULA;0;0.00
IRA;375;COLLOR;0;0.00
IRAQUE;375;#ELEITORADO;53;
IRAQUE;375;#SECOES;1;
IRAQUE;375;#ABSTENCOES;14;26.42
IRAQUE;375;#VOTANTES;39;73.58
IRAQUE;375;#BRANCOS;1;1.89
IRAQUE;375;#NULOS;0;0.00
IRAQUE;375;#VOTOS VALIDOS;38;71.70
IRAQUE;375;LULA;23;60.53
IRAQUE;375;COLLOR;15;39.47
ISRAEL;375;#ELEITORADO;255;
ISRAEL;375;#SECOES;4;
ISRAEL;375;#ABSTENCOES;151;59.22
ISRAEL;375;#VOTANTES;104;40.78
ISRAEL;375;#BRANCOS;2;0.78
ISRAEL;375;#NULOS;5;1.96
ISRAEL;375;#VOTOS VALIDOS;97;38.04
ISRAEL;375;COLLOR;69;71.13
ISRAEL;375;LULA;28;28.87
ITALIA;375;#ELEITORADO;1859;
ITALIA;375;#SECOES;5;
ITALIA;375;#ABSTENCOES;733;39.43
ITALIA;375;#VOTANTES;1126;60.57
ITALIA;375;#BRANCOS;17;0.91
ITALIA;375;#NULOS;30;1.61
ITALIA;375;#VOTOS VALIDOS;1079;58.04
ITALIA;375;LULA;737;68.30
ITALIA;375;COLLOR;342;31.70
IUGUSLAVIA;375;#ELEITORADO;23;
IUGUSLAVIA;375;#SECOES;1;
IUGUSLAVIA;375;#ABSTENCOES;23;100.00
IUGUSLAVIA;375;#VOTANTES;0;0.00
IUGUSLAVIA;375;#BRANCOS;0;0.00
IUGUSLAVIA;375;#NULOS;0;0.00
IUGUSLAVIA;375;#VOTOS VALIDOS;1;4.35
IUGUSLAVIA;375;LULA;0;0.00
IUGUSLAVIA;375;COLLOR;0;0.00
JAPAO;375;#ELEITORADO;217;
JAPAO;375;#SECOES;2;
JAPAO;375;#ABSTENCOES;68;31.34
JAPAO;375;#VOTANTES;149;68.66
JAPAO;375;#BRANCOS;4;1.84
JAPAO;375;#NULOS;2;0.92
JAPAO;375;#VOTOS VALIDOS;143;65.90
JAPAO;375;COLLOR;72;50.35
JAPAO;375;LULA;71;49.65
JORDANIA;375;#ELEITORADO;84;
JORDANIA;375;#SECOES;1;
JORDANIA;375;#ABSTENCOES;31;36.90
JORDANIA;375;#VOTANTES;53;63.10
JORDANIA;375;#BRANCOS;0;0.00
JORDANIA;375;#NULOS;0;0.00
JORDANIA;375;#VOTOS VALIDOS;53;63.10
JORDANIA;375;LULA;30;56.60
JORDANIA;375;COLLOR;23;43.40
KENIA;375;#ELEITORADO;19;
KENIA;375;#SECOES;1;
KENIA;375;#ABSTENCOES;19;100.00
KENIA;375;#VOTANTES;0;0.00
KENIA;375;#BRANCOS;0;0.00
KENIA;375;#NULOS;0;0.00
KENIA;375;#VOTOS VALIDOS;1;5.26
KENIA;375;LULA;0;0.00
KENIA;375;COLLOR;0;0.00
KUWAIT;375;#ELEITORADO;13;
KUWAIT;375;#SECOES;1;
KUWAIT;375;#ABSTENCOES;13;100.00
KUWAIT;375;#VOTANTES;0;0.00
KUWAIT;375;#BRANCOS;0;0.00
KUWAIT;375;#NULOS;0;0.00
KUWAIT;375;#VOTOS VALIDOS;1;7.69
KUWAIT;375;LULA;0;0.00
KUWAIT;375;COLLOR;0;0.00
LIBANO;375;#ELEITORADO;83;
LIBANO;375;#SECOES;1;
LIBANO;375;#ABSTENCOES;31;37.35
LIBANO;375;#VOTANTES;52;62.65
LIBANO;375;#BRANCOS;2;2.41
LIBANO;375;#NULOS;0;0.00
LIBANO;375;#VOTOS VALIDOS;50;60.24
LIBANO;375;COLLOR;42;84.00
LIBANO;375;LULA;8;16.00
LIBIA;375;#ELEITORADO;17;
LIBIA;375;#ABSTENCOES;17;100.00
LIBIA;375;#VOTANTES;0;0.00
LIBIA;375;#BRANCOS;0;0.00
LIBIA;375;#NULOS;0;0.00
LIBIA;375;#VOTOS VALIDOS;1;5.88
LIBIA;375;LULA;0;0.00
LIBIA;375;COLLOR;0;0.00
MALASIA;375;#ELEITORADO;17;
MALASIA;375;#SECOES;1;
MALASIA;375;#ABSTENCOES;17;100.00
MALASIA;375;#VOTANTES;0;0.00
MALASIA;375;#BRANCOS;0;0.00
MALASIA;375;#NULOS;0;0.00
MALASIA;375;#VOTOS VALIDOS;1;5.88
MALASIA;375;LULA;0;0.00
MALASIA;375;COLLOR;0;0.00
MARROCOS;375;#ELEITORADO;33;
MARROCOS;375;#SECOES;1;
MARROCOS;375;#ABSTENCOES;17;51.52
MARROCOS;375;#VOTANTES;16;48.48
MARROCOS;375;#BRANCOS;1;
MARROCOS;375;#NULOS;2;6.06
MARROCOS;375;#VOTOS VALIDOS;13;39.39
MARROCOS;375;LULA;10;76.92
MARROCOS;375;COLLOR;3;
MEXICO;376;#ELEITORADO;176;
MEXICO;376;#SECOES;1;
MEXICO;376;#ABSTENCOES;73;41.48
MEXICO;376;#VOTANTES;103;58.52
MEXICO;376;#BRANCOS;0;0.00
MEXICO;376;#NULOS;4;2.27
MEXICO;376;#VOTOS VALIDOS;99;56.25
MEXICO;376;LULA;58;58.59
MEXICO;376;COLLOR;41;41.41
MOCAMBIQUE;376;#ELEITORADO;110;
MOCAMBIQUE;376;#SECOES;1;
MOCAMBIQUE;376;#ABSTENCOES;56;50.91
MOCAMBIQUE;376;#VOTANTES;54;49.09
MOCAMBIQUE;376;#BRANCOS;0;0.00
MOCAMBIQUE;376;#NULOS;0;0.00
MOCAMBIQUE;376;#VOTOS VALIDOS;54;49.09
MOCAMBIQUE;376;LULA;34;62.96
MOCAMBIQUE;376;COLLOR;20;37.04
NICARAGUA;376;#ELEITORADO;56;
NICARAGUA;376;#SECOES;1;
NICARAGUA;376;#ABSTENCOES;17;30.36
NICARAGUA;376;#VOTANTES;39;69.64
NICARAGUA;376;#BRANCOS;0;0.00
NICARAGUA;376;#NULOS;2;3.57
NICARAGUA;376;#VOTOS VALIDOS;37;66.07
NICARAGUA;376;LULA;21;56.76
NICARAGUA;376;COLLOR;16;43.24
NIGERIA;376;#ELEITORADO;33;
NIGERIA;376;#SECOES;1;
NIGERIA;376;#ABSTENCOES;7;21.21
NIGERIA;376;#VOTANTES;26;78.79
NIGERIA;376;#BRANCOS;2;6.06
NIGERIA;376;#NULOS;0;0.00
NIGERIA;376;#VOTOS VALIDOS;24;72.73
NIGERIA;376;COLLOR;13;54.17
NIGERIA;376;LULA;11;45.83
NORUEGA;376;#ELEITORADO;32;
NORUEGA;376;#SECOES;1;
NORUEGA;376;#ABSTENCOES;8;25.00
NORUEGA;376;#VOTANTES;24;75.00
NORUEGA;376;#BRANCOS;0;0.00
NORUEGA;376;#NULOS;1;3.13
NORUEGA;376;#VOTOS VALIDOS;23;71.88
NORUEGA;376;LULA;17;73.91
NORUEGA;376;COLLOR;6;26.09
PANAMA;376;#ELEITORADO;93;
PANAMA;376;#SECOES;1;
PANAMA;376;#ABSTENCOES;27;29.03
PANAMA;376;#VOTANTES;66;70.97
PANAMA;376;#BRANCOS;0;0.00
PANAMA;376;#NULOS;1;1.08
PANAMA;376;#VOTOS VALIDOS;65;69.89
PANAMA;376;COLLOR;45;69.23
PANAMA;376;LULA;20;30.77
PAQUISTAO;376;#ELEITORADO;14;
PAQUISTAO;376;#SECOES;1;
PAQUISTAO;376;#ABSTENCOES;14;100.00
PAQUISTAO;376;#VOTANTES;0;0.00
PAQUISTAO;376;#BRANCOS;0;0.00
PAQUISTAO;376;#NULOS;0;0.00
PAQUISTAO;376;#VOTOS VALIDOS;1;7.14
PAQUISTAO;376;LULA;0;0.00
PAQUISTAO;376;COLLOR;0;0.00
PARAGUAI;376;#ELEITORADO;1000;
PARAGUAI;376;#SECOES;5;
PARAGUAI;376;#ABSTENCOES;428;42.80
PARAGUAI;376;#VOTANTES;572;57.20
PARAGUAI;376;#BRANCOS;13;1.30
PARAGUAI;376;#NULOS;11;1.10
PARAGUAI;376;#VOTOS VALIDOS;548;54.80
PARAGUAI;376;COLLOR;384;70.07
PARAGUAI;376;LULA;164;29.93
PERU;376;#ELEITORADO;150;
PERU;376;#SECOES;2;
PERU;376;#ABSTENCOES;44;29.33
PERU;376;#VOTANTES;106;70.67
PERU;376;#BRANCOS;0;6.00
PERU;376;#NULOS;1;0.67
PERU;376;#VOTOS VALIDOS;105;70.00
PERU;376;COLLOR;81;77.14
