UF,Ano,CD_Municipio,Municipio,Cargo,Tipo,Detalhe
MA,2000,8427,SÃO RAIMUNDO DO DOCA BEZERRA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8443,SÃO ROBERTO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8443,SÃO ROBERTO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9270,SÃO VICENTE FERRER,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9270,SÃO VICENTE FERRER,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9296,SÍTIO NOVO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9296,SÍTIO NOVO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9334,TASSO FRAGOSO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9334,TASSO FRAGOSO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9350,TIMBIRAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9350,TIMBIRAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9377,TIMON,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9377,TIMON,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8567,TRIZIDELA DO VALE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8567,TRIZIDELA DO VALE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8583,TUFILÂNDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8583,TUFILÂNDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9393,TUNTUM,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9393,TUNTUM,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9415,TURIAÇU,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9415,TURIAÇU,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8605,TURILÂNDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8605,TURILÂNDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9431,TUTÓIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9431,TUTÓIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9458,URBANO SANTOS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9458,URBANO SANTOS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9474,VARGEM GRANDE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9474,VARGEM GRANDE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9490,VIANA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9490,VIANA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8621,VILA NOVA DOS MARTÍRIOS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8621,VILA NOVA DOS MARTÍRIOS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9539,VITORINO FREIRE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9539,VITORINO FREIRE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9512,VITÓRIA DO MEARIM,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9512,VITÓRIA DO MEARIM,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9717,ZÉ DOCA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9717,ZÉ DOCA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7048,ALTO ALEGRE DO PINDARÉ,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7048,ALTO ALEGRE DO PINDARÉ,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7374,BEQUIMÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7374,BEQUIMÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7269,BOM JESUS DAS SELVAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7269,BOM JESUS DAS SELVAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7340,BURITICUPU,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7340,BURITICUPU,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7820,LAGOA DO MATO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7820,LAGOA DO MATO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7846,LAGOA GRANDE DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,7846,LAGOA GRANDE DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8516,PALMEIRÂNDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8516,PALMEIRÂNDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8656,PERI MIRIM,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8656,PERI MIRIM,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8974,SANTA LUZIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8974,SANTA LUZIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8249,SANTO AMARO DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8249,SANTO AMARO DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8389,SÃO PEDRO DA ÁGUA BRANCA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8389,SÃO PEDRO DA ÁGUA BRANCA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,9334,TASSO FRAGOSO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,9334,TASSO FRAGOSO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8621,VILA NOVA DOS MARTÍRIOS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2004,8621,VILA NOVA DOS MARTÍRIOS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MG,2000,41157,TRÊS MARIAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MG,2000,41157,TRÊS MARIAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MG,2004,40878,ARGIRITA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MG,2004,40878,ARGIRITA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MG,2004,46817,ITUETA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MG,2004,47678,LEOPOLDINA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MG,2004,47678,LEOPOLDINA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MG,2004,50814,RECREIO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MG,2004,50814,RECREIO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90018,ACORIZAL,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90018,ACORIZAL,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90255,ARENÁPOLIS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90255,ARENÁPOLIS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90522,CLÁUDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90522,CLÁUDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,89796,COLÍDER,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,89796,COLÍDER,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90786,FELIZ NATAL,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90786,FELIZ NATAL,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,98698,ITAÚBA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,98698,ITAÚBA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90565,JANGADA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90565,JANGADA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,98191,JUARA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,98191,JUARA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,98710,MARCELÂNDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,98710,MARCELÂNDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,91219,NOSSA SENHORA DO LIVRAMENTO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,91219,NOSSA SENHORA DO LIVRAMENTO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,98752,NOVA CANAÃ DO NORTE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,98752,NOVA CANAÃ DO NORTE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90140,NOVA GUARITA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90140,NOVA GUARITA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90166,NOVA MARILÂNDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90166,NOVA MARILÂNDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,89826,NOVA SANTA HELENA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,89826,NOVA SANTA HELENA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,91537,ROSÁRIO OESTE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,91537,ROSÁRIO OESTE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90107,SANTA CARMEM,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90107,SANTA CARMEM,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90328,SANTO AFONSO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90328,SANTO AFONSO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90727,SAPEZAL,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90727,SAPEZAL,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,89850,SINOP,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,89850,SINOP,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,91855,TANGARÁ DA SERRA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,91855,TANGARÁ DA SERRA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90840,UNIÃO DO SUL,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,90840,UNIÃO DO SUL,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,98973,VERA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2000,98973,VERA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90018,ACORIZAL,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90018,ACORIZAL,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,89877,ALTA FLORESTA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,89877,ALTA FLORESTA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90050,ALTO ARAGUAIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90050,ALTO ARAGUAIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90042,ALTO BOA VISTA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90042,ALTO BOA VISTA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90077,ALTO GARÇAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90077,ALTO GARÇAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98612,ALTO TAQUARI,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98612,ALTO TAQUARI,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90263,APIACÁS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90263,APIACÁS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90239,ARAGUAINHA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90239,ARAGUAINHA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90255,ARENÁPOLIS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90255,ARENÁPOLIS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90271,ARIPUANÃ,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90271,ARIPUANÃ,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90336,BARRA DO BUGRES,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90336,BARRA DO BUGRES,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90310,BARÃO DE MELGAÇO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90310,BARÃO DE MELGAÇO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90905,BOM JESUS DO ARAGUAIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90905,BOM JESUS DO ARAGUAIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90468,BRASNORTE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90468,BRASNORTE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90484,CAMPO NOVO DO PARECIS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90484,CAMPO NOVO DO PARECIS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90085,CANABRAVA DO NORTE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90085,CANABRAVA DO NORTE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91936,CANARANA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91936,CANARANA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90760,CARLINDA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90760,CARLINDA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90549,CASTANHEIRA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90549,CASTANHEIRA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90522,CLÁUDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90522,CLÁUDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98671,COCALINHO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98671,COCALINHO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,89788,COLNIZA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,89788,COLNIZA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90280,CONFRESA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90280,CONFRESA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90425,COTRIGUAÇU,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90425,COTRIGUAÇU,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90670,CUIABÁ,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90670,CUIABÁ,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98337,DENISE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98337,DENISE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90786,FELIZ NATAL,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90786,FELIZ NATAL,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90581,JURUENA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90581,JURUENA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98310,JUÍNA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98310,JUÍNA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91057,LUCIARA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91057,LUCIARA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91197,NORTELÂNDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91197,NORTELÂNDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91219,NOSSA SENHORA DO LIVRAMENTO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91219,NOSSA SENHORA DO LIVRAMENTO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90387,NOVA BANDEIRANTE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90387,NOVA BANDEIRANTE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90166,NOVA MARILÂNDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90166,NOVA MARILÂNDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90360,NOVA MONTE VERDE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90360,NOVA MONTE VERDE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90964,NOVA NAZARÉ,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90964,NOVA NAZARÉ,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98736,NOVA OLÍMPIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98736,NOVA OLÍMPIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90948,NOVO SANTO ANTÔNIO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90948,NOVO SANTO ANTÔNIO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98833,PARANAÍTA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98833,PARANAÍTA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91332,PONTE BRANCA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91332,PONTE BRANCA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98850,PORTO ALEGRE DO NORTE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98850,PORTO ALEGRE DO NORTE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90182,PORTO ESTRELA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90182,PORTO ESTRELA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98892,PRIMAVERA DO LESTE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,98892,PRIMAVERA DO LESTE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90069,QUERÊNCIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90069,QUERÊNCIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90662,RIBEIRÃO CASCALHEIRA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90662,RIBEIRÃO CASCALHEIRA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,89960,RONDOLÂNDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,89960,RONDOLÂNDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91510,RONDONÓPOLIS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,91510,RONDONÓPOLIS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90107,SANTA CARMEM,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90107,SANTA CARMEM,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90328,SANTO AFONSO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,90328,SANTO AFONSO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,89843,SANTO ANTÔNIO DO LESTE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MT,2004,89843,SANTO ANTÔNIO DO LESTE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
