UF,Ano,CD_Municipio,Municipio,Cargo,Tipo,Detalhe
MA,2000,8079,ITAPECURU MIRIM,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8079,ITAPECURU MIRIM,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7722,ITINGA DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7722,ITINGA DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7749,JATOBÁ,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7749,JATOBÁ,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7765,JENIPAPO DOS VIEIRAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7765,JENIPAPO DOS VIEIRAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8117,JOSELÂNDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8117,JOSELÂNDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8095,JOÃO LISBOA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8095,JOÃO LISBOA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7781,JUNCO DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7781,JUNCO DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8133,LAGO DA PEDRA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8133,LAGO DA PEDRA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8150,LAGO DO JUNCO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8150,LAGO DO JUNCO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7803,LAGO DOS RODRIGUES,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7803,LAGO DOS RODRIGUES,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8176,LAGO VERDE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8176,LAGO VERDE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7820,LAGOA DO MATO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7820,LAGOA DO MATO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7846,LAGOA GRANDE DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7846,LAGOA GRANDE DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7862,LAJEADO NOVO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7862,LAJEADO NOVO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8192,LIMA CAMPOS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8192,LIMA CAMPOS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8214,LORETO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8214,LORETO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8230,LUIS DOMINGUES DO MARANHAO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8230,LUIS DOMINGUES DO MARANHAO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8257,MAGALHÃES DE ALMEIDA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8257,MAGALHÃES DE ALMEIDA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7889,MARACAÇUMÉ,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7889,MARACAÇUMÉ,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7900,MARAJÁ DO SENA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7900,MARAJÁ DO SENA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7927,MARANHÃOZINHO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7927,MARANHÃOZINHO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8273,MATA ROMA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8273,MATA ROMA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8290,MATINHA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8290,MATINHA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8311,MATÕES,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8311,MATÕES,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7943,MATÕES DO NORTE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7943,MATÕES DO NORTE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7960,MILAGRES DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7960,MILAGRES DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8338,MIRADOR,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8338,MIRADOR,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9695,MIRANDA DO NORTE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9695,MIRANDA DO NORTE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8354,MIRINZAL,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8354,MIRINZAL,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8397,MONTES ALTOS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8397,MONTES ALTOS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8370,MONÇÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8370,MONÇÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8419,MORROS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8419,MORROS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8435,NINA RODRIGUES,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8435,NINA RODRIGUES,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7986,NOVA COLINAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,7986,NOVA COLINAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8451,NOVA IORQUE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8451,NOVA IORQUE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8001,NOVA OLINDA DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8001,NOVA OLINDA DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8478,OLHO D ÁGUA DAS CUNHÃS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8478,OLHO D ÁGUA DAS CUNHÃS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8028,OLINDA NOVA DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8028,OLINDA NOVA DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8516,PALMEIRÂNDIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8516,PALMEIRÂNDIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8532,PARAIBANO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8532,PARAIBANO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8559,PARNARAMA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8559,PARNARAMA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8575,PASSAGEM FRANCA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8575,PASSAGEM FRANCA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8591,PASTOS BONS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8591,PASTOS BONS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8044,PAULINO NEVES,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8044,PAULINO NEVES,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9598,PAULO RAMOS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9598,PAULO RAMOS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8494,PAÇO DO LUMIAR,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8494,PAÇO DO LUMIAR,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8613,PEDREIRAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8613,PEDREIRAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8060,PEDRO DO ROSÁRIO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8060,PEDRO DO ROSÁRIO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8630,PENALVA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8630,PENALVA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8656,PERI MIRIM,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8656,PERI MIRIM,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8087,PERITORÓ,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8087,PERITORÓ,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8672,PINDARÉ-MIRIM,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8672,PINDARÉ-MIRIM,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8699,PINHEIRO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8699,PINHEIRO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8710,PIO XII,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8710,PIO XII,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8737,PIRAPEMAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8737,PIRAPEMAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8770,PORTO FRANCO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8770,PORTO FRANCO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8109,PORTO RICO DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8109,PORTO RICO DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8753,POÇÃO DE PEDRAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8753,POÇÃO DE PEDRAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8796,PRESIDENTE DUTRA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8796,PRESIDENTE DUTRA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8818,PRESIDENTE JUSCELINO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8818,PRESIDENTE JUSCELINO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8125,PRESIDENTE MÉDICI,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8125,PRESIDENTE MÉDICI,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8141,PRESIDENTE SARNEY,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8141,PRESIDENTE SARNEY,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8834,PRESIDENTE VARGAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8834,PRESIDENTE VARGAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8850,PRIMEIRA CRUZ,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8850,PRIMEIRA CRUZ,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8168,RAPOSA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8168,RAPOSA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8877,RIACHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8877,RIACHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8184,RIBAMAR FIQUENE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8184,RIBAMAR FIQUENE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8915,ROSÁRIO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8915,ROSÁRIO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8931,SAMBAÍBA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8931,SAMBAÍBA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8206,SANTA FILOMENA DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8206,SANTA FILOMENA DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8958,SANTA HELENA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8958,SANTA HELENA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9571,SANTA INÊS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9571,SANTA INÊS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8974,SANTA LUZIA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8974,SANTA LUZIA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9652,SANTA LUZIA DO PARUÁ,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9652,SANTA LUZIA DO PARUÁ,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8990,SANTA QUITÉRIA DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8990,SANTA QUITÉRIA DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9016,SANTA RITA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9016,SANTA RITA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8222,SANTANA DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8222,SANTANA DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8249,SANTO AMARO DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8249,SANTO AMARO DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9032,SANTO ANTÔNIO DOS LOPES,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9032,SANTO ANTÔNIO DOS LOPES,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8460,SATUBINHA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8460,SATUBINHA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8486,SENADOR ALEXANDRE COSTA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8486,SENADOR ALEXANDRE COSTA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8508,SENADOR LA ROQUE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8508,SENADOR LA ROQUE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8524,SERRANO DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8524,SERRANO DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9318,SUCUPIRA DO NORTE,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9318,SUCUPIRA DO NORTE,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8540,SUCUPIRA DO RIACHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8540,SUCUPIRA DO RIACHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9059,SÃO BENEDITO DO RIO PRETO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9059,SÃO BENEDITO DO RIO PRETO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9075,SÃO BENTO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9075,SÃO BENTO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9091,SÃO BERNARDO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9091,SÃO BERNARDO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8265,SÃO DOMINGOS DO AZEITÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8265,SÃO DOMINGOS DO AZEITÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9113,SÃO DOMINGOS DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9113,SÃO DOMINGOS DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8281,SÃO FRANCISCO DO BREJÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8281,SÃO FRANCISCO DO BREJÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9156,SÃO FRANCISCO DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9156,SÃO FRANCISCO DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9130,SÃO FÉLIX DE BALSAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9130,SÃO FÉLIX DE BALSAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8893,SÃO JOSÉ DE RIBAMAR,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8893,SÃO JOSÉ DE RIBAMAR,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8362,SÃO JOSÉ DOS BASÍLIOS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8362,SÃO JOSÉ DOS BASÍLIOS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9172,SÃO JOÃO BATISTA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9172,SÃO JOÃO BATISTA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8303,SÃO JOÃO DO CARÚ,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8303,SÃO JOÃO DO CARÚ,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8320,SÃO JOÃO DO PARAÍSO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8320,SÃO JOÃO DO PARAÍSO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8346,SÃO JOÃO DO SOTER,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8346,SÃO JOÃO DO SOTER,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9199,SÃO JOÃO DOS PATOS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9199,SÃO JOÃO DOS PATOS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8052,SÃO LUÍS GONZAGA DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8052,SÃO LUÍS GONZAGA DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9237,SÃO MATEUS DO MARANHÃO,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9237,SÃO MATEUS DO MARANHÃO,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8389,SÃO PEDRO DA ÁGUA BRANCA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8389,SÃO PEDRO DA ÁGUA BRANCA,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8400,SÃO PEDRO DOS CRENTES,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8400,SÃO PEDRO DOS CRENTES,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9253,SÃO RAIMUNDO DAS MANGABEIRAS,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,9253,SÃO RAIMUNDO DAS MANGABEIRAS,vereador,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
MA,2000,8427,SÃO RAIMUNDO DO DOCA BEZERRA,prefeito,MUNICIPIO_AUSENTE_NA_SECAO,Totais do munzona; sem visao por local
