ano,uf,ibge,zona,local,nome,bairro,lon_antigo,lat_antigo,km,irmaos,espalhamento_km,procedencia
2006,RJ,3304557,124,1406,JARDIM DE INFANCIA REPUBLICA ARABE UNIDA,BANGU,-43.1950225,-22.9068915,28.58,34,1.12,geocode_v0.15 (propagada)
2008,RJ,3304557,124,1406,JARDIM DE INFANCIA REPUBLICA ARABE UNIDA,BANGU,-43.1950225,-22.9068915,28.58,34,1.12,geocode_v0.15 (propagada)
2010,RJ,3304557,124,1406,JARDIM DE INFANCIA REPUBLICA ARABE UNIDA,BANGU,-43.1950225,-22.9068915,28.58,35,1.12,geocode_v0.15 (propagada)
2012,RJ,3304557,124,1406,JARDIM DE INFANCIA REPUBLICA ARABE UNIDA,BANGU,-43.1950225,-22.9068915,28.58,34,1.12,geocode_v0.15 (propagada)
2014,RJ,3304557,124,1295,ESCOLA MUNICIPAL GETULIO VARGAS,BANGU,-43.1950225,-22.9068915,28.58,34,1.12,geocode_v0.15 (propagada)
2006,CE,2310407,33,1104,ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO,CENTRO,-39.47071125,-4.20769039,28.44,6,0.409,geocode_v0.15 (propagada)
2010,SP,3550308,420,5542,ALVORADA INSTITUTO DE EDUCACAO E CULTURA,VILA GUSTAVO,-46.7722263,-23.680372,28.42,4,0.562,geocode_v0.15 (propagada)
2012,SP,3550308,420,5542,ALVORADA INSTITUTO DE EDUCACAO E CULTURA,VILA GUSTAVO,-46.7722263,-23.680372,28.42,4,0.562,geocode_v0.15 (propagada)
2014,SP,3550308,420,5542,ALVORADA INSTITUTO DE EDUCACAO E CULTURA,VILA GUSTAVO,-46.7722263,-23.680372,28.42,4,0.562,geocode_v0.15 (propagada)
2008,PA,1501709,13,1210,PREFEITURA MUNICIPAL,CENTRO,-46.88303,-1.280712,28.3,15,0.776,Mantida Original (Inseguro para mover)
2010,PA,1501709,13,1210,PREFEITURA MUNICIPAL,CENTRO,-46.88303,-1.280712,28.3,16,0.805,Mantida Original (Inseguro para mover)
2006,PA,1501709,13,1210,PREFEITURA MUNICIPAL,CENTRO,-46.88303,-1.280712,28.25,21,0.727,Mantida Original (Inseguro para mover)
2006,CE,2300309,60,1546,ESCOLA DE PRIMEIRO GRAU MANOEL JOSE DE ARAUJO,CENTRO,-39.2015497,-6.1176129,28.1,26,0.397,Mantida Original (Inseguro para mover)
2008,CE,2300309,60,1546,ESCOLA DE PRIMEIRO GRAU MANOEL JOSE DE ARAUJO,CENTRO,-39.2015497,-6.1176129,28.1,26,0.397,Mantida Original (Inseguro para mover)
2006,PE,2602001,80,1244,CRECHE MUNICIPAL DE FEITORIA,TERCEIRO DISTRITO,-39.929916,-7.779423,28.07,5,0.008,Mantida Original (Inseguro para mover)
2008,PE,2602001,80,1244,CRECHE MUNICIPAL DE FEITORIA,TERCEIRO DISTRITO,-39.929916,-7.779423,28.07,5,0.008,Mantida Original (Inseguro para mover)
2010,PE,2602001,80,1244,CRECHE MUNICIPAL DE FEITORIA,TERCEIRO DISTRITO,-39.929916,-7.779423,28.07,5,0.008,Mantida Original (Inseguro para mover)
2012,PE,2602001,80,1244,CRECHE MUNICIPAL DE FEITORIA,TERCEIRO DISTRITO,-39.929916,-7.779423,28.07,5,0.008,Mantida Original (Inseguro para mover)
2006,MG,3135209,148,1678,ESCOLA MUNICIPAL DE GROTINHA,SÃO JOAQUIM,-45.093116,-15.248173,28.04,22,0.0,1. Match ID Validado
2008,MG,3135209,148,1678,ESCOLA MUNICIPAL DE GROTINHA,SÃO JOAQUIM,-45.093116,-15.248173,28.04,22,0.0,1. Match ID Validado
2010,MG,3135209,148,1678,ESCOLA MUNICIPAL DE GROTINHA,SÃO JOAQUIM,-45.093116,-15.248173,28.04,17,0.0,1. Match ID Validado
2012,MG,3135209,148,1678,ESCOLA MUNICIPAL DE GROTINHA,SÃO JOAQUIM,-45.093116,-15.248173,28.04,18,0.0,1. Match ID Validado
2014,MG,3135209,148,1678,ESCOLA MUNICIPAL DE GROTINHA,SÃO JOAQUIM,-45.093116,-15.248173,28.04,17,0.0,1. Match ID Validado
2016,MG,3135209,148,1678,ESCOLA MUNICIPAL DE GROTINHA,SÃO JOAQUIM,-45.093116,-15.248173,28.04,17,0.0,1. Match ID Validado
2018,MG,3135209,148,1678,ESCOLA MUNICIPAL DE GROTINHA,SÃO JOAQUIM,-45.093116,-15.248173,28.04,17,0.0,1. Match ID Validado
2020,MG,3135209,148,1678,ESCOLA MUNICIPAL DE GROTINHA,SÃO JOAQUIM,-45.093116,-15.248173,28.04,17,0.0,1. Match ID Validado
2022,MG,3135209,148,1678,ESCOLA MUNICIPAL DE GROTINHA,SÃO JOAQUIM,-45.093116,-15.248173,28.04,17,0.0,Original (Não Aplicável)
2024,MG,3135209,148,1678,ESCOLA MUNICIPAL DE GROTINHA,SÃO JOAQUIM,-45.093116,-15.248173,28.04,17,0.0,chave_exata_2022
2014,SP,3550308,392,1260,EE. PROFESSOR LUIZ GONZAGA DE CARVALHO MELO,VILA SÃO FRANCISCO,-46.4897,-23.5161,27.83,3,0.044,1. Match ID Validado
2016,SP,3550308,392,1260,EE. PROFESSOR LUIZ GONZAGA DE CARVALHO MELO,VILA SÃO FRANCISCO,-46.4897,-23.5161,27.83,3,0.044,1. Match ID Validado
2018,SP,3550308,392,1260,EE. PROFESSOR LUIZ GONZAGA DE CARVALHO MELO,VILA SÃO FRANCISCO,-46.4897,-23.5161,27.83,3,0.044,1. Match ID Validado
2020,SP,3550308,392,1260,EE. PROFESSOR LUIZ GONZAGA DE CARVALHO MELO,VILA SÃO FRANCISCO,-46.4897,-23.5161,27.83,3,0.044,1. Match ID Validado
2024,BA,2933307,40,2151,ESCOLA MUNICIPAL PAULINO SANTOS,DISTRITO JOSÉ GONÇALVES,-40.7933942,-14.6220705,27.79,15,0.02,chave_exata_2022
2006,MG,3135209,148,1597,ESCOLA ESTADUAL FRANCISCO VIANA DE MATOS / VÁRZEA BONITA,SÃO JOAQUIM,-45.1678365,-15.2439378,27.73,22,0.0,geocode_v0.15 (propagada)
2006,RS,4304507,14,1937,ESCOLA MUNICIPAL DE 1 GRAU INC. MACHADO DE ASSIS,CENTRO,-52.49686833,-31.19748167,27.73,32,0.437,geocode_v0.15 (propagada)
2008,MG,3135209,148,1597,ESCOLA ESTADUAL FRANCISCO VIANA DE MATOS / VÁRZEA BONITA,SÃO JOAQUIM,-45.1678365,-15.2439378,27.73,22,0.0,geocode_v0.15 (propagada)
2008,RS,4304507,14,1937,ESCOLA MUNICIPAL DE 1 GRAU INC. MACHADO DE ASSIS,CENTRO,-52.49686833,-31.19748167,27.73,28,0.476,geocode_v0.15 (propagada)
2010,MG,3135209,148,1597,ESCOLA ESTADUAL FRANCISCO VIANA DE MATOS / VÁRZEA BONITA,SÃO JOAQUIM,-45.1678365,-15.2439378,27.73,17,0.0,geocode_v0.15 (propagada)
2010,RS,4304507,14,1937,ESCOLA MUNICIPAL DE 1 GRAU INC. MACHADO DE ASSIS,CENTRO,-52.49686833,-31.19748167,27.73,15,0.476,geocode_v0.15 (propagada)
2012,MG,3135209,148,1597,ESCOLA ESTADUAL FRANCISCO VIANA DE MATOS / VÁRZEA BONITA,SÃO JOAQUIM,-45.1678365,-15.2439378,27.73,18,0.0,geocode_v0.15 (propagada)
2014,MG,3135209,148,1597,ESCOLA ESTADUAL FRANCISCO VIANA DE MATOS / VÁRZEA BONITA,SÃO JOAQUIM,-45.1678365,-15.2439378,27.73,17,0.0,geocode_v0.15 (propagada)
2016,MG,3135209,148,1597,ESCOLA ESTADUAL FRANCISCO VIANA DE MATOS / VÁRZEA BONITA,SÃO JOAQUIM,-45.1678365,-15.2439378,27.73,17,0.0,geocode_v0.15 (propagada)
2018,MG,3135209,148,1597,ESCOLA ESTADUAL FRANCISCO VIANA DE MATOS / VÁRZEA BONITA,SÃO JOAQUIM,-45.1678365,-15.2439378,27.73,17,0.0,geocode_v0.15 (propagada)
2020,MG,3135209,148,1597,ESCOLA ESTADUAL FRANCISCO VIANA DE MATOS / VÁRZEA BONITA,SÃO JOAQUIM,-45.1678365,-15.2439378,27.73,17,0.0,geocode_v0.15 (propagada)
2022,MG,3135209,148,1597,ESCOLA ESTADUAL FRANCISCO VIANA DE MATOS / VÁRZEA BONITA,SÃO JOAQUIM,-45.1678365,-15.2439378,27.73,17,0.0,geocode_v0.15 (propagada)
2024,MG,3135209,148,1597,ESCOLA ESTADUAL FRANCISCO VIANA DE MATOS / VÁRZEA BONITA,SÃO JOAQUIM,-45.1678365,-15.2439378,27.73,17,0.0,chave_exata_2022
2006,MG,3139409,167,1260,ESCOLA ESTADUAL MANOEL AGOSTINHO FERREIRA - DOM CORRÊA/MANHUAÇU,CENTRO,-42.1804035,-20.0492272,27.7,15,0.491,geocode_v0.15 (propagada)
2008,MG,3139409,167,1260,ESCOLA ESTADUAL MANOEL AGOSTINHO FERREIRA - DOM CORRÊA/MANHUAÇU,CENTRO,-42.1804035,-20.0492272,27.7,14,0.491,geocode_v0.15 (propagada)
2010,CE,2309300,48,1414,ESCOLA MUNICIPAL ANTONIO MARTINS FARIAS,MAJOR SIMPLICIO,-40.572835,-4.765105,27.7,3,0.384,Mantida Original (Inseguro para mover)
2010,MG,3139409,167,1260,ESCOLA ESTADUAL MANOEL AGOSTINHO FERREIRA - DOM CORRÊA/MANHUAÇU,CENTRO,-42.1804035,-20.0492272,27.7,14,0.491,geocode_v0.15 (propagada)
2012,MG,3139409,167,1260,ESCOLA ESTADUAL MANOEL AGOSTINHO FERREIRA - DOM CORRÊA/MANHUAÇU,CENTRO,-42.1804035,-20.0492272,27.7,15,0.491,geocode_v0.15 (propagada)
2014,MG,3139409,167,1260,ESCOLA ESTADUAL MANOEL AGOSTINHO FERREIRA - DOM CORRÊA/MANHUAÇU,CENTRO,-42.1804035,-20.0492272,27.7,14,0.491,geocode_v0.15 (propagada)
2016,MG,3139409,167,1260,ESCOLA ESTADUAL MANOEL AGOSTINHO FERREIRA - DOM CORRÊA/MANHUAÇU,CENTRO,-42.1804035,-20.0492272,27.7,13,0.454,geocode_v0.15 (propagada)
2018,MG,3139409,167,1260,ESCOLA ESTADUAL MANOEL AGOSTINHO FERREIRA - DOM CORRÊA/MANHUAÇU,CENTRO,-42.1804035,-20.0492272,27.7,13,0.454,geocode_v0.15 (propagada)
2020,MG,3139409,167,1260,ESCOLA ESTADUAL MANOEL AGOSTINHO FERREIRA - DOM CORRÊA/MANHUAÇU,CENTRO,-42.1804035,-20.0492272,27.7,13,0.454,geocode_v0.15 (propagada)
2022,MG,3139409,167,1260,ESCOLA ESTADUAL MANOEL AGOSTINHO FERREIRA - DOM CORRÊA/MANHUAÇU,CENTRO,-42.1804035,-20.0492272,27.7,13,0.454,geocode_v0.15 (propagada)
2024,MG,3139409,167,1260,ESCOLA ESTADUAL MANOEL AGOSTINHO FERREIRA - DOM CORRÊA/MANHUAÇU,CENTRO,-42.1804035,-20.0492272,27.7,13,0.454,chave_exata_2022
2006,PA,1506807,20,4170,EMEF FRANCISCO PEREIRA DOS SANTOS,PLANALTO,-54.505912,-2.720153,27.68,21,0.019,Mantida Original (Inseguro para mover)
2006,MA,2108603,37,1171,UNIDADE ESCOLAR ELIZABETO CARVALHO,CENTRO ZONA URBANA,-45.2428264,-2.7079108,27.57,7,0.363,Mantida Original (Inseguro para mover)
2008,MA,2108603,37,1171,UNIDADE ESCOLAR ELIZABETO CARVALHO,CENTRO ZONA URBANA,-45.2428264,-2.7079108,27.57,7,0.363,Mantida Original (Inseguro para mover)
2010,MA,2108603,37,1171,UNIDADE ESCOLAR ELIZABETO CARVALHO,CENTRO ZONA URBANA,-45.2428264,-2.7079108,27.57,7,0.363,Mantida Original (Inseguro para mover)
2012,MA,2108603,37,1171,UNIDADE ESCOLAR ELIZABETO CARVALHO,CENTRO ZONA URBANA,-45.2428264,-2.7079108,27.57,8,0.365,Mantida Original (Inseguro para mover)
2014,MA,2108603,37,1171,UNIDADE ESCOLAR ELIZABETO CARVALHO,CENTRO ZONA URBANA,-45.2428264,-2.7079108,27.57,7,0.363,Mantida Original (Inseguro para mover)
2014,BA,2917607,76,1376,ESPECIAL NOSSA SENHORA AUXILIADORA,DISTRITO STELA CAMARA DUBOIS,-39.85034053,-13.6569281,27.56,5,1.052,geocode_v0.15 (propagada)
2016,BA,2917607,76,1376,ESPECIAL NOSSA SENHORA AUXILIADORA,DISTRITO STELA CAMARA DUBOIS,-39.85034053,-13.6569281,27.56,5,1.052,geocode_v0.15 (propagada)
2018,BA,2917607,76,1376,ESPECIAL NOSSA SENHORA AUXILIADORA,DISTRITO STELA CAMARA DUBOIS,-39.85034053,-13.6569281,27.56,5,1.052,geocode_v0.15 (propagada)
2010,SP,3522307,52,2089,AEI - ORGANIZACAO SUPERIOR DE ENSINO.,CENTRO,-48.316575,-23.5960982,27.51,6,0.46,geocode_v0.15 (propagada)
2012,SP,3522307,52,2089,AEI - ORGANIZACAO SUPERIOR DE ENSINO.,CENTRO,-48.316575,-23.5960982,27.51,7,0.46,geocode_v0.15 (propagada)
2014,SP,3522307,52,2089,AEI - ORGANIZACAO SUPERIOR DE ENSINO.,CENTRO,-48.316575,-23.5960982,27.51,8,0.46,geocode_v0.15 (propagada)
2006,PR,4109302,112,1392,GRUPO ESCOLAR IMACULADA CONCEICAO,CENTRO,-52.8375066666667,-24.8545733333333,27.49,17,0.232,Mantida Original (Inseguro para mover)
2008,PR,4109302,112,1392,GRUPO ESCOLAR IMACULADA CONCEICAO,CENTRO,-52.8375066666667,-24.8545733333333,27.49,17,0.232,Mantida Original (Inseguro para mover)
2008,RS,4307104,72,1163,ESC. EST. DE 1 GRAU INC. SAO FRANCISCO DE PAULA,CENTRO,-53.107988,-31.979547,27.48,11,0.858,geocode_v0.15 (propagada)
2006,RJ,3304557,233,1090,COLÉGIO PEDRO II - UNIDADE II,REALENGO,-43.6874852,-22.9363598,27.47,35,1.361,geocode_v0.15 (propagada)
2008,RJ,3304557,233,1090,COLÉGIO PEDRO II - UNIDADE II,REALENGO,-43.6874852,-22.9363598,27.47,35,1.361,geocode_v0.15 (propagada)
2010,RJ,3304557,233,1090,COLÉGIO PEDRO II - UNIDADE II,REALENGO,-43.6874852,-22.9363598,27.47,36,1.382,geocode_v0.15 (propagada)
2010,MG,3146107,200,1201,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SUELY,DISTRITO SANTA RITA DE OURO PRETO,-43.478931,-20.2950024,27.45,3,0.445,geocode_v0.15 (propagada)
2012,MG,3146107,200,1201,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SUELY,DISTRITO SANTA RITA DE OURO PRETO,-43.478931,-20.2950024,27.45,3,0.445,geocode_v0.15 (propagada)
2014,MG,3146107,200,1201,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SUELY,DISTRITO SANTA RITA DE OURO PRETO,-43.478931,-20.2950024,27.45,3,0.445,geocode_v0.15 (propagada)
2016,MG,3146107,200,1201,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SUELY,DISTRITO SANTA RITA DE OURO PRETO,-43.478931,-20.2950024,27.45,3,0.445,geocode_v0.15 (propagada)
2018,MG,3146107,200,1201,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SUELY,DISTRITO SANTA RITA DE OURO PRETO,-43.478931,-20.2950024,27.45,3,0.445,geocode_v0.15 (propagada)
2020,MG,3146107,200,1201,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SUELY,DISTRITO SANTA RITA DE OURO PRETO,-43.478931,-20.2950024,27.45,3,0.445,geocode_v0.15 (propagada)
2022,MG,3146107,200,1201,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SUELY,DISTRITO SANTA RITA DE OURO PRETO,-43.478931,-20.2950024,27.45,3,0.445,geocode_v0.15 (propagada)
2006,PR,4117305,167,1201,ESCOLA NUNO DE SOUZA E SILVA,CENTRO,-51.0920544,-24.014441,27.4,25,0.256,geocode_v0.15 (propagada)
2008,PR,4117305,167,1201,ESCOLA NUNO DE SOUZA E SILVA,CENTRO,-51.0920544,-24.014441,27.4,25,0.256,geocode_v0.15 (propagada)
2010,SP,3550308,327,1600,COLÉGIO B.A.L.,FREGUESIA DO O,-46.4378405,-23.5536757,27.4,4,0.124,geocode_v0.15 (propagada)
2010,PR,4117305,167,1201,ESCOLA NUNO DE SOUZA E SILVA,CENTRO,-51.0920544,-24.014441,27.4,23,0.256,geocode_v0.15 (propagada)
2012,SP,3550308,327,1600,COLÉGIO B.A.L.,FREGUESIA DO O,-46.4378405,-23.5536757,27.4,4,0.124,geocode_v0.15 (propagada)
2012,PR,4117305,167,1201,ESCOLA NUNO DE SOUZA E SILVA,CENTRO,-51.0920544,-24.014441,27.4,23,0.256,geocode_v0.15 (propagada)
2014,SP,3550308,327,1600,COLÉGIO B.A.L.,FREGUESIA DO O,-46.4378405,-23.5536757,27.4,4,0.124,geocode_v0.15 (propagada)
2016,SP,3550308,327,1600,COLÉGIO B.A.L.,FREGUESIA DO O,-46.4378405,-23.5536757,27.4,4,0.124,geocode_v0.15 (propagada)
2018,SP,3550308,327,1600,COLÉGIO B.A.L.,FREGUESIA DO O,-46.4378405,-23.5536757,27.4,4,0.124,geocode_v0.15 (propagada)
2006,SP,3550308,252,1066,COLEGIO ATENEU RUY BARBOSA,PENHA DE FRANCA,-46.79577292,-23.42870529,27.38,8,0.51,geocode_v0.15 (propagada)
2006,SP,3550308,372,1228,OLIVEIRA VIANA - EMEF,JARDIM PLANALTO,-46.76366539,-23.68633903,27.34,3,0.46,1. Match ID Validado
2008,SP,3550308,372,1228,OLIVEIRA VIANA - EMEF,JARDIM PLANALTO,-46.76366539,-23.68633903,27.34,3,0.46,1. Match ID Validado
2010,SP,3550308,372,1228,OLIVEIRA VIANA - EMEF,JARDIM PLANALTO,-46.76366539,-23.68633903,27.34,4,0.46,1. Match ID Validado
2012,SP,3550308,372,1228,OLIVEIRA VIANA - EMEF,JARDIM PLANALTO,-46.76366539,-23.68633903,27.34,4,0.46,1. Match ID Validado
2014,SP,3550308,372,1228,OLIVEIRA VIANA - EMEF,JARDIM PLANALTO,-46.76366539,-23.68633903,27.34,4,0.46,1. Match ID Validado
2016,SP,3550308,372,1228,OLIVEIRA VIANA - EMEF,JARDIM PLANALTO,-46.76366539,-23.68633903,27.34,4,0.46,1. Match ID Validado
2018,SP,3550308,372,1228,OLIVEIRA VIANA - EMEF,JARDIM PLANALTO,-46.76366539,-23.68633903,27.34,4,0.46,1. Match ID Validado
2020,SP,3550308,372,1228,OLIVEIRA VIANA - EMEF,JARDIM PLANALTO,-46.76366539,-23.68633903,27.34,4,0.46,1. Match ID Validado
2022,SP,3550308,372,1228,OLIVEIRA VIANA - EMEF,JARDIM PLANALTO,-46.76366539,-23.68633903,27.34,4,0.46,Original (Não Aplicável)
2024,SP,3550308,372,1228,OLIVEIRA VIANA - EMEF,JARDIM PLANALTO,-46.76366539,-23.68633903,27.34,4,0.46,chave_exata_2022
2012,MA,2109270,106,1171,ESCOLA MUNICIPAL JOÃO OLIVEIRA SILVA,POVOADO - ZONA RURAL,-45.2778782,-2.56264423,27.27,3,0.0,1. Match ID Validado
2014,MA,2109270,106,1171,ESCOLA MUNICIPAL JOÃO OLIVEIRA SILVA,POVOADO - ZONA RURAL,-45.2778782,-2.56264423,27.27,3,0.0,1. Match ID Validado
2006,SP,3550308,251,1058,UNIP,PINHEIROS,-46.4390067,-23.4990539,27.26,9,1.509,geocode_v0.15 (propagada)
2008,SP,3550308,251,1058,UNIP,PINHEIROS,-46.4390067,-23.4990539,27.26,9,1.509,geocode_v0.15 (propagada)
2010,SP,3550308,251,1040,CENTRO INTERESCOLAR OBJETIVO,PINHEIROS,-46.4390067,-23.4990539,27.26,9,1.509,geocode_v0.15 (propagada)
2010,DF,5300108,4,1643,PENITENCIÁRIA FEMININA DO DISTRITO FEDERAL - COLMÉIA,SETOR LESTE,-47.988549,-15.7818195,27.26,9,0.902,4. Match Fuzzy+Bairro
2012,DF,5300108,4,1643,PENITENCIÁRIA FEMININA DO DISTRITO FEDERAL - COLMÉIA,SETOR LESTE,-47.988549,-15.7818195,27.26,9,0.902,4. Match Fuzzy+Bairro
2024,BA,2933307,40,2216,POSTO DE SAÚDE BAIXA DO MUQUÉM,DISTRITO JOSÉ GONÇALVES,-40.8495256,-14.6274892,27.21,15,0.02,chave_exata_2022
2014,DF,5300108,4,1643,PENITENCIÁRIA FEMININA DO DISTRITO FEDERAL - COLMÉIA,SETOR LESTE,-47.988549,-15.7818195,27.17,10,1.059,4. Match Fuzzy+Bairro
2008,SP,3550308,326,2070,COLEGIO NOVA JORNADA,JARDIM MATARAZZO,-46.73741292,-23.45571918,27.16,4,0.719,geocode_v0.15 (propagada)
2010,SP,3550308,326,2070,COLEGIO NOVA JORNADA,JARDIM MATARAZZO,-46.73741292,-23.45571918,27.16,4,0.719,geocode_v0.15 (propagada)
2012,SP,3550308,326,2070,COLEGIO NOVA JORNADA,JARDIM MATARAZZO,-46.73741292,-23.45571918,27.16,4,0.719,geocode_v0.15 (propagada)
2006,SP,3550308,349,1236,EMEF. DR. MIGUEL VIEIRA FERREIRA,CIDADE DUTRA,-46.5859124,-23.4922238,27.07,3,0.307,geocode_v0.15 (propagada)
2024,BA,2933307,40,2020,ESCOLA MUNICIPAL ISMAEL DE SOUZA,DISTRITO JOSÉ GONÇALVES,-40.9622192,-14.6695089,27.06,15,0.021,chave_exata_2022
2012,SP,3550308,347,1643,COLÉGIO REINO DO ENSINO - IED,JARDIM SAO JOAO,-46.5050067,-23.546355,26.85,3,0.013,1. Match ID Validado
2014,SP,3550308,347,1643,COLÉGIO REINO DO ENSINO - IED,JARDIM SAO JOAO,-46.5050067,-23.546355,26.85,3,0.013,1. Match ID Validado
2016,SP,3550308,347,1643,COLÉGIO REINO DO ENSINO - IED,JARDIM SAO JOAO,-46.5050067,-23.546355,26.85,3,0.013,1. Match ID Validado
2018,SP,3550308,347,1643,COLÉGIO REINO DO ENSINO - IED,JARDIM SAO JOAO,-46.5050067,-23.546355,26.85,3,0.013,1. Match ID Validado
2020,SP,3550308,347,1643,COLÉGIO REINO DO ENSINO - IED,JARDIM SAO JOAO,-46.5050067,-23.546355,26.85,3,0.013,1. Match ID Validado
2022,SP,3550308,347,1643,COLÉGIO REINO DO ENSINO - IED,JARDIM SAO JOAO,-46.5050067,-23.546355,26.85,3,0.013,Original (Não Aplicável)
2024,SP,3550308,347,1643,COLÉGIO REINO DO ENSINO - IED,JARDIM SAO JOAO,-46.5050067,-23.546355,26.85,3,0.013,chave_exata_2022
2022,DF,5300108,17,1430,PENITENCIÁRIA FEMININA DO DISTRITO FEDERAL - COLMÉIA,SETOR LESTE,-47.988549,-15.7818195,26.74,10,1.225,Original (Não Aplicável)
2006,RS,4305124,123,1112,SINDICATO RURAL,CENTRO,-52.744159,-31.622082,26.71,12,0.837,Mantida Original (Inseguro para mover)
2008,RS,4305124,123,1112,SINDICATO RURAL,CENTRO,-52.744159,-31.622082,26.71,12,0.837,Mantida Original (Inseguro para mover)
2012,RS,4305124,123,1112,SINDICATO RURAL,CENTRO,-52.744159,-31.622082,26.71,12,0.837,Mantida Original (Inseguro para mover)
2016,RS,4311106,26,1279,CLUBE RANCHO DA ALEGRIA,CENTRO,-54.419484,-29.460937,26.71,7,1.807,geocode_v0.15 (propagada)
2024,RS,4311106,26,1279,CLUBE RANCHO DA ALEGRIA,CENTRO,-54.419484,-29.460937,26.71,5,0.969,chave_exata_2022
2012,PA,1501303,65,1287,EEEF BATISTA CAMPOS,VILA DO CONDE,-48.5479257,-1.457725,26.57,3,0.521,geocode_v0.15 (propagada)
2014,PA,1501303,65,1287,EEEF BATISTA CAMPOS,VILA DO CONDE,-48.5479257,-1.457725,26.57,3,0.521,geocode_v0.15 (propagada)
2016,PA,1501303,65,1287,EEEF BATISTA CAMPOS,VILA DO CONDE,-48.5479257,-1.457725,26.57,3,0.521,geocode_v0.15 (propagada)
2018,PA,1501303,65,1287,EEEF BATISTA CAMPOS,VILA DO CONDE,-48.5479257,-1.457725,26.57,3,0.521,geocode_v0.15 (propagada)
2020,PA,1501303,65,1287,EEEF BATISTA CAMPOS,VILA DO CONDE,-48.5479257,-1.457725,26.57,3,0.521,geocode_v0.15 (propagada)
2022,PA,1501303,65,1287,EEEF BATISTA CAMPOS,VILA DO CONDE,-48.5479257,-1.457725,26.57,3,0.521,geocode_v0.15 (propagada)
2024,BA,2933307,40,2100,ESCOLA MUNICIPAL LEOPOLDO MIGUEZ,DISTRITO JOSÉ GONÇALVES,-40.6577023,-14.6911385,26.56,15,0.02,chave_exata_2022
2008,SP,3550308,405,1201,EMEF. PROFA. CLOTILDE ROSA HENRIQUE ELIAS,JARDIM PEDRA BRANCA,-46.4220033,-23.5877461,26.55,7,1.92,1. Match ID Validado
2010,SP,3550308,405,1201,EMEF. PROFA. CLOTILDE ROSA HENRIQUE ELIAS,JARDIM PEDRA BRANCA,-46.4220033,-23.5877461,26.55,7,1.92,1. Match ID Validado
2012,SP,3550308,405,1201,EMEF. PROFA. CLOTILDE ROSA HENRIQUE ELIAS,JARDIM PEDRA BRANCA,-46.4220033,-23.5877461,26.55,7,1.92,1. Match ID Validado
2014,SP,3550308,405,1201,EMEF. PROFA. CLOTILDE ROSA HENRIQUE ELIAS,JARDIM PEDRA BRANCA,-46.4220033,-23.5877461,26.55,7,1.92,1. Match ID Validado
2016,SP,3550308,405,1201,EMEF. PROFA. CLOTILDE ROSA HENRIQUE ELIAS,JARDIM PEDRA BRANCA,-46.4220033,-23.5877461,26.55,7,1.92,1. Match ID Validado
2018,SP,3550308,405,1201,EMEF. PROFA. CLOTILDE ROSA HENRIQUE ELIAS,JARDIM PEDRA BRANCA,-46.4220033,-23.5877461,26.55,7,1.92,1. Match ID Validado
2020,SP,3550308,405,1201,EMEF. PROFA. CLOTILDE ROSA HENRIQUE ELIAS,JARDIM PEDRA BRANCA,-46.4220033,-23.5877461,26.55,7,1.92,1. Match ID Validado
2022,SP,3550308,405,1201,EMEF. PROFA. CLOTILDE ROSA HENRIQUE ELIAS,JARDIM PEDRA BRANCA,-46.4220033,-23.5877461,26.55,7,1.92,Original (Não Aplicável)
2006,RS,4318804,80,1570,ESC. MUN. DE ENS. FUND. REINALDO RUDI WALTER GERI,CENTRO,-52.175556,-31.196111,26.53,16,0.84,geocode_v0.15 (propagada)
2006,CE,2302206,84,1910,ESCOLA MUNICIPAL SAO JOSE,PARAJURU,-38.0320883,-4.5508964,26.5,3,0.291,geocode_v0.15 (propagada)
2008,CE,2302206,84,1910,ESCOLA MUNICIPAL SAO JOSE,PARAJURU,-38.0320883,-4.5508964,26.5,3,0.291,geocode_v0.15 (propagada)
2010,CE,2302206,84,1910,ESCOLA MUNICIPAL SAO JOSE,PARAJURU,-38.0320883,-4.5508964,26.5,3,0.291,geocode_v0.15 (propagada)
2012,RJ,3304557,18,1309,COLEGIO MALLET SOARES - B 121,COPACABANA,-43.4426561,-23.0108006,26.5,64,0.688,geocode_v0.15 (propagada)
2012,SP,3550308,251,1040,CENTRO INTERESCOLAR OBJETIVO,PINHEIROS,-46.4390067,-23.4990539,26.5,10,0.964,geocode_v0.15 (propagada)
2006,RJ,3304557,19,1538,IGREJA NOSSA SENHORA DE LOURDES,VILA ISABEL,-43.4792698,-23.0182813,26.45,25,0.669,geocode_v0.15 (propagada)
2008,MG,3105608,23,1759,POSTO DE SAUDE MUNICIPAL,DISTRITO DE CORREIA,-43.6282098,-21.3004839,26.42,3,0.0,geocode_v0.15 (propagada)
