ano,uf,ibge,zona,local,nome,bairro,lon_antigo,lat_antigo,km,irmaos,espalhamento_km,procedencia
2012,PR,4104428,44,1139,ESC. MUNICIPAL HERACLIDES MENDES ARAUJO,CENTRO,-51.92375297,-25.44880209,18.61,12,0.0,geocode_v0.15 (propagada)
2014,CE,2305506,13,2127,GRUPO ESCOLAR JOSE JOAQUIM DE SOUZA,CENTRO,-39.131215,-6.3559248,18.61,11,0.587,geocode_v0.15 (propagada)
2012,RR,1400175,3,1031,JOSE AURELIANO DA COSTA E.E.,CENTRO,-60.70426078,2.47885902,18.6,3,0.269,4. Match Fuzzy+Bairro
2006,RJ,3304557,179,1180,FAETEC,CIDADE DE DEUS,-43.1825407,-22.9113595,18.58,5,0.307,geocode_v0.15 (propagada)
2010,RJ,3304557,179,1392,CENTRO DE ENSINO MARIO BARRETO (PIRILAMPO FELIZ),CIDADE DE DEUS,-43.1825407,-22.9113595,18.58,7,0.342,geocode_v0.15 (propagada)
2020,RN,2412559,14,1112,ESCOLA AUTA DE SOUZA,CENTRO,-35.76133,-5.232545,18.57,3,0.214,Mantida Original (Inseguro para mover)
2010,SP,3550308,259,1686,COLÉGIO CARDEAL LIZARTE,BOSQUE DA SAÚDE,-46.7877854,-23.6862551,18.56,4,0.433,geocode_v0.15 (propagada)
2012,SP,3550308,259,1686,COLÉGIO CARDEAL LIZARTE,BOSQUE DA SAÚDE,-46.7877854,-23.6862551,18.56,4,0.433,geocode_v0.15 (propagada)
2014,SP,3550308,259,1686,COLÉGIO CARDEAL LIZARTE,BOSQUE DA SAÚDE,-46.7877854,-23.6862551,18.56,4,0.433,geocode_v0.15 (propagada)
2016,SP,3550308,259,1686,COLÉGIO CARDEAL LIZARTE,BOSQUE DA SAÚDE,-46.7877854,-23.6862551,18.56,4,0.433,geocode_v0.15 (propagada)
2006,RS,4304507,14,1481,SOCIEDADE RECREATIVA FLORIDENSE,CENTRO,-52.68159667,-31.22735167,18.55,32,0.437,geocode_v0.15 (propagada)
2008,RS,4304507,14,1481,SOCIEDADE RECREATIVA FLORIDENSE,CENTRO,-52.68159667,-31.22735167,18.55,28,0.476,geocode_v0.15 (propagada)
2010,RS,4304507,14,1481,SOCIEDADE RECREATIVA FLORIDENSE,CENTRO,-52.68159667,-31.22735167,18.55,15,0.476,geocode_v0.15 (propagada)
2020,CE,2308500,46,1678,ESCOLA DE ENSINO FUNDAMENTAL ANTONIO FERREIRA LOPES,CENTRO,-39.4898371,-5.6485364,18.54,16,0.548,1. Match ID Validado
2014,PE,2613305,40,1147,FUNDEC,CENTRO,-35.8786893,-8.5819445,18.51,6,0.295,Mantida Original (Inseguro para mover)
2008,SP,3523206,57,1112,E.E. PROF. MESSIAS SODRE,CENTRO,-49.2848348,-23.9574099,18.49,4,1.644,geocode_v0.15 (propagada)
2008,CE,2306603,33,1023,EMEF JOSE PEREIRA (ANEXO),CENTRO,-39.54082,-4.67376,18.48,5,0.499,Mantida Original (Inseguro para mover)
2010,CE,2306603,33,1023,EMEF JOSE PEREIRA (ANEXO),CENTRO,-39.54082,-4.67376,18.48,5,0.499,Mantida Original (Inseguro para mover)
2006,BA,2908101,61,1031,GRUPO ESCOLAR SEBASTIAO AZEVEDO,CENTRO,-44.445685,-14.04086,18.44,7,0.201,1. Match ID Validado
2008,BA,2908101,61,1031,GRUPO ESCOLAR SEBASTIAO AZEVEDO,CENTRO,-44.445685,-14.04086,18.44,8,0.344,1. Match ID Validado
2010,BA,2908101,61,1031,GRUPO ESCOLAR SEBASTIAO AZEVEDO,CENTRO,-44.445685,-14.04086,18.44,8,0.344,1. Match ID Validado
2012,BA,2908101,61,1031,GRUPO ESCOLAR SEBASTIAO AZEVEDO,CENTRO,-44.445685,-14.04086,18.44,8,0.344,1. Match ID Validado
2014,BA,2908101,61,1031,GRUPO ESCOLAR SEBASTIAO AZEVEDO,CENTRO,-44.445685,-14.04086,18.44,8,0.344,1. Match ID Validado
2016,BA,2908101,61,1031,GRUPO ESCOLAR SEBASTIAO AZEVEDO,CENTRO,-44.445685,-14.04086,18.44,8,0.344,1. Match ID Validado
2018,BA,2908101,61,1031,GRUPO ESCOLAR SEBASTIAO AZEVEDO,CENTRO,-44.445685,-14.04086,18.44,8,0.344,1. Match ID Validado
2020,BA,2908101,61,1031,GRUPO ESCOLAR SEBASTIAO AZEVEDO,CENTRO,-44.445685,-14.04086,18.44,8,0.344,1. Match ID Validado
2006,CE,2305506,13,2127,GRUPO ESCOLAR JOSE JOAQUIM DE SOUZA,CENTRO,-39.131215,-6.3559248,18.43,22,0.505,geocode_v0.15 (propagada)
2006,PE,2613305,40,1147,FUNDEC,CENTRO,-35.8786893,-8.5819445,18.43,4,0.406,Mantida Original (Inseguro para mover)
2008,CE,2305506,13,2127,GRUPO ESCOLAR JOSE JOAQUIM DE SOUZA,CENTRO,-39.131215,-6.3559248,18.43,22,0.505,geocode_v0.15 (propagada)
2008,PE,2613305,40,1147,FUNDEC,CENTRO,-35.8786893,-8.5819445,18.43,4,0.432,Mantida Original (Inseguro para mover)
2010,CE,2305506,13,2127,GRUPO ESCOLAR JOSE JOAQUIM DE SOUZA,CENTRO,-39.131215,-6.3559248,18.43,17,0.505,geocode_v0.15 (propagada)
2012,CE,2305506,13,2127,GRUPO ESCOLAR JOSE JOAQUIM DE SOUZA,CENTRO,-39.131215,-6.3559248,18.43,14,0.787,geocode_v0.15 (propagada)
2006,RS,4302006,54,1163,ESC. MUN. SAO JOSE,CENTRO,-52.457705,-29.2232333333333,18.41,7,0.991,Corrigido pelo GeoJSON de Votos (RS)
2008,RS,4302006,54,1163,ESC. MUN. SAO JOSE,CENTRO,-52.457705,-29.2232333333333,18.41,7,0.991,Corrigido pelo GeoJSON de Votos (RS)
2010,RS,4302006,54,1163,ESC. MUN. SAO JOSE,CENTRO,-52.457705,-29.2232333333333,18.41,7,0.991,Corrigido pelo GeoJSON de Votos (RS)
2006,RJ,3304557,188,1023,BANCO ITAU,PENHA,-43.1899939,-22.984561,18.4,27,0.602,geocode_v0.15 (propagada)
2008,RJ,3304557,188,1023,BANCO ITAU,PENHA,-43.1899939,-22.984561,18.4,27,0.602,geocode_v0.15 (propagada)
2010,RJ,3304557,188,1023,BANCO ITAU,PENHA,-43.1899939,-22.984561,18.4,27,0.602,geocode_v0.15 (propagada)
2012,RJ,3304557,188,1023,BANCO ITAU,PENHA,-43.1899939,-22.984561,18.4,28,0.642,geocode_v0.15 (propagada)
2012,PR,4109401,44,1120,COLEGIO IMPERATRIZ DONA LEOPOLDINA,CENTRO,-51.4883418,-25.5566817,18.4,11,0.842,geocode_v0.15 (propagada)
2018,RJ,3304557,188,1023,BANCO ITAU,PENHA,-43.1899939,-22.984561,18.4,29,0.642,geocode_v0.15 (propagada)
2022,BA,2908101,61,1031,GRUPO ESCOLAR SEBASTIAO AZEVEDO,CENTRO,-44.445685,-14.04086,18.4,7,0.312,Original (Não Aplicável)
2024,BA,2908101,61,1031,GRUPO ESCOLAR SEBASTIAO AZEVEDO,CENTRO,-44.445685,-14.04086,18.4,7,0.312,chave_exata_2022
2006,PR,4109302,112,1252,PAVILHAO DE FESTAS DO CENTRO COMUNITARIO,CENTRO,-52.69714,-25.15547,18.39,17,0.232,Mantida Original (Inseguro para mover)
2006,GO,5209903,29,1198,ESCOLA MUNICIPAL JOAQUIM VIEIRA DE MELO,CENTRO,-46.64157904,-13.93503702,18.39,4,0.667,1. Match ID Validado
2008,PR,4109302,112,1252,PAVILHAO DE FESTAS DO CENTRO COMUNITARIO,CENTRO,-52.69714,-25.15547,18.39,17,0.232,Mantida Original (Inseguro para mover)
2008,GO,5209903,29,1198,ESCOLA MUNICIPAL JOAQUIM VIEIRA DE MELO,CENTRO,-46.64157904,-13.93503702,18.39,4,0.667,1. Match ID Validado
2010,GO,5209903,29,1198,ESCOLA MUNICIPAL JOAQUIM VIEIRA DE MELO,CENTRO,-46.64157904,-13.93503702,18.39,4,0.667,1. Match ID Validado
2012,GO,5209903,29,1198,ESCOLA MUNICIPAL JOAQUIM VIEIRA DE MELO,CENTRO,-46.64157904,-13.93503702,18.39,4,0.667,1. Match ID Validado
2014,RJ,3304557,188,1023,BANCO ITAU,PENHA,-43.1899939,-22.984561,18.39,30,0.776,geocode_v0.15 (propagada)
2014,GO,5209903,29,1198,ESCOLA MUNICIPAL JOAQUIM VIEIRA DE MELO,CENTRO,-46.64157904,-13.93503702,18.39,4,0.667,1. Match ID Validado
2016,RJ,3304557,188,1023,BANCO ITAU,PENHA,-43.1899939,-22.984561,18.39,30,0.776,geocode_v0.15 (propagada)
2016,GO,5209903,29,1198,ESCOLA MUNICIPAL JOAQUIM VIEIRA DE MELO,CENTRO,-46.64157904,-13.93503702,18.39,4,0.667,1. Match ID Validado
2018,GO,5209903,29,1198,ESCOLA MUNICIPAL JOAQUIM VIEIRA DE MELO,CENTRO,-46.64157904,-13.93503702,18.39,4,0.667,1. Match ID Validado
2020,GO,5209903,29,1198,ESCOLA MUNICIPAL JOAQUIM VIEIRA DE MELO,CENTRO,-46.64157904,-13.93503702,18.39,4,0.667,1. Match ID Validado
2022,GO,5209903,29,1198,ESCOLA MUNICIPAL JOAQUIM VIEIRA DE MELO,CENTRO,-46.64157904,-13.93503702,18.39,4,0.667,Original (Não Aplicável)
2024,GO,5209903,29,1198,ESCOLA MUNICIPAL JOAQUIM VIEIRA DE MELO,CENTRO,-46.64157904,-13.93503702,18.39,4,0.667,chave_exata_2022
2006,PR,4109302,112,1473,CENTRO COMUNITARIO DE RIO CASCUDO,CENTRO,-52.6972733333333,-25.15519,18.37,17,0.232,Mantida Original (Inseguro para mover)
2008,PR,4109302,112,1473,CENTRO COMUNITARIO DE RIO CASCUDO,CENTRO,-52.6972733333333,-25.15519,18.37,17,0.232,Mantida Original (Inseguro para mover)
2010,PE,2613305,40,1147,FUNDEC,CENTRO,-35.8786893,-8.5819445,18.28,5,0.464,Mantida Original (Inseguro para mover)
2012,PE,2613305,40,1147,FUNDEC,CENTRO,-35.8786893,-8.5819445,18.28,5,0.464,Mantida Original (Inseguro para mover)
2006,MA,2104677,101,1015,UNIDADE ESCOLAR JOSE VIANA DA SILVA,CENTRO,-45.7292992,-2.1533462,18.26,3,1.277,geocode_v0.15 (propagada)
2008,MA,2104677,101,1015,UNIDADE ESCOLAR JOSE VIANA DA SILVA,CENTRO,-45.7292992,-2.1533462,18.26,3,1.277,geocode_v0.15 (propagada)
2006,RJ,3304557,162,1031,COLEGIO SAO JOAO BOSCO,BRAS DE PINA,-43.3814748,-22.9695818,18.25,10,0.698,geocode_v0.15 (propagada)
2008,RJ,3304557,162,1031,COLEGIO SAO JOAO BOSCO,BRAS DE PINA,-43.3814748,-22.9695818,18.25,10,0.698,geocode_v0.15 (propagada)
2010,RJ,3304557,162,1031,COLEGIO SAO JOAO BOSCO,BRAS DE PINA,-43.3814748,-22.9695818,18.25,10,0.698,geocode_v0.15 (propagada)
2014,RJ,3304557,162,1031,COLEGIO SAO JOAO BOSCO,BRAS DE PINA,-43.3814748,-22.9695818,18.25,12,0.824,geocode_v0.15 (propagada)
2012,SP,3550308,348,1309,COLEGIO ANHEMBI - UNIDADE II,VILA FORMOSA,-46.6909205,-23.6602662,18.22,11,0.638,geocode_v0.15 (propagada)
2014,SP,3550308,348,1309,COLEGIO ANHEMBI - UNIDADE 2,VILA FORMOSA,-46.6909205,-23.6602662,18.22,11,0.638,geocode_v0.15 (propagada)
2016,SP,3550308,348,1309,COLEGIO ANHEMBI - UNIDADE 2,VILA FORMOSA,-46.6909205,-23.6602662,18.22,11,0.638,geocode_v0.15 (propagada)
2006,RS,4320107,83,1201,SALÃO DA COMUNIDADE LINHA CESCON,CENTRO,-53.039525,-27.815074,18.21,20,0.847,geocode_v0.15 (propagada)
2008,RS,4320107,83,1201,SALÃO DA COMUNIDADE LINHA CESCON,CENTRO,-53.039525,-27.815074,18.21,19,0.847,geocode_v0.15 (propagada)
2010,RS,4320107,83,1201,SALÃO DA COMUNIDADE LINHA CESCON,CENTRO,-53.039525,-27.815074,18.21,19,0.847,geocode_v0.15 (propagada)
2012,RS,4320107,83,1201,SALÃO DA COMUNIDADE LINHA CESCON,CENTRO,-53.039525,-27.815074,18.21,20,0.847,geocode_v0.15 (propagada)
2014,RS,4320107,83,1201,SALÃO DA COMUNIDADE LINHA CESCON,CENTRO,-53.039525,-27.815074,18.21,19,0.716,geocode_v0.15 (propagada)
2016,RS,4320107,83,1201,SALÃO DA COMUNIDADE LINHA CESCON,CENTRO,-53.039525,-27.815074,18.21,19,0.716,geocode_v0.15 (propagada)
2024,RS,4320107,83,1201,SALÃO DA COMUNIDADE LINHA CESCON,CENTRO,-53.039525,-27.815074,18.21,15,0.847,chave_exata_2022
2006,MA,2100477,70,1252,ESCOLA MUNICIPAL E. E. MANOEL DA CONCEICAO,CENTRO - ZONA URBANA,-45.70268,-3.743635,18.2,4,0.029,Mantida Original (Inseguro para mover)
2008,MA,2100477,70,1252,ESCOLA MUNICIPAL E. E. MANOEL DA CONCEICAO,CENTRO - ZONA URBANA,-45.70268,-3.743635,18.2,4,0.029,Mantida Original (Inseguro para mover)
2010,MA,2100477,70,1252,ESCOLA MUNICIPAL E. E. MANOEL DA CONCEICAO,CENTRO - ZONA URBANA,-45.70268,-3.743635,18.2,4,0.029,Mantida Original (Inseguro para mover)
2012,MA,2100477,70,1252,ESCOLA MUNICIPAL E. E. MANOEL DA CONCEICAO,CENTRO - ZONA URBANA,-45.70268,-3.743635,18.2,4,0.029,Mantida Original (Inseguro para mover)
2014,MA,2100477,70,1252,ESCOLA MUNICIPAL E. E. MANOEL DA CONCEICAO,CENTRO - ZONA URBANA,-45.70268,-3.743635,18.2,4,0.029,Mantida Original (Inseguro para mover)
2006,PR,4128104,202,1120,COLEGIO EST LOURENCO FILHO,CENTRO,-53.3868293,-23.6146666,18.16,15,1.016,geocode_v0.15 (propagada)
2008,PR,4128104,202,1120,COLEGIO EST LOURENCO FILHO,CENTRO,-53.3868293,-23.6146666,18.16,15,0.994,geocode_v0.15 (propagada)
2006,BA,2909901,85,1112,MERCADO MUNICIPAL DE RIACHO SECO,DISTRITO DE RIACHO SECO,-39.57523,-8.641754,18.15,4,0.302,Mantida Original (Inseguro para mover)
2008,BA,2909901,85,1112,MERCADO MUNICIPAL DE RIACHO SECO,DISTRITO DE RIACHO SECO,-39.57523,-8.641754,18.15,4,0.302,Mantida Original (Inseguro para mover)
2010,BA,2909901,85,1112,MERCADO MUNICIPAL DE RIACHO SECO,DISTRITO DE RIACHO SECO,-39.57523,-8.641754,18.15,4,0.302,Mantida Original (Inseguro para mover)
2012,BA,2909901,85,1112,MERCADO MUNICIPAL DE RIACHO SECO,DISTRITO DE RIACHO SECO,-39.57523,-8.641754,18.15,5,0.302,Mantida Original (Inseguro para mover)
2014,BA,2909901,85,1112,MERCADO MUNICIPAL DE RIACHO SECO,DISTRITO DE RIACHO SECO,-39.57523,-8.641754,18.15,5,0.302,Mantida Original (Inseguro para mover)
2006,SP,3506102,24,1082,E.M. PROFA. IZABEL MOTTA SILVA CARDOSO - TURVÍNEA,CENTRO,-48.6471227,-21.0154676,18.11,7,0.71,geocode_v0.15 (propagada)
2008,SP,3506102,24,1082,E.M. PROFA. IZABEL MOTTA SILVA CARDOSO - TURVÍNEA,CENTRO,-48.6471227,-21.0154676,18.11,7,0.71,geocode_v0.15 (propagada)
2010,SP,3506102,24,1082,E.M. PROFA. IZABEL MOTTA SILVA CARDOSO - TURVÍNEA,CENTRO,-48.6471227,-21.0154676,18.11,7,0.71,geocode_v0.15 (propagada)
2012,SP,3506102,24,1082,E.M. PROFA. IZABEL MOTTA SILVA CARDOSO - TURVÍNEA,CENTRO,-48.6471227,-21.0154676,18.11,8,0.71,geocode_v0.15 (propagada)
2014,SP,3506102,24,1082,E.M. PROFA. IZABEL MOTTA SILVA CARDOSO - TURVÍNEA,CENTRO,-48.6471227,-21.0154676,18.11,8,0.71,geocode_v0.15 (propagada)
2016,SP,3506102,24,1082,E.M. PROFA. IZABEL MOTTA SILVA CARDOSO - TURVÍNEA,CENTRO,-48.6471227,-21.0154676,18.11,8,0.71,geocode_v0.15 (propagada)
2018,SP,3506102,24,1082,E.M. PROFA. IZABEL MOTTA SILVA CARDOSO - TURVÍNEA,CENTRO,-48.6471227,-21.0154676,18.11,8,0.71,geocode_v0.15 (propagada)
2020,SP,3506102,24,1082,E.M. PROFA. IZABEL MOTTA SILVA CARDOSO - TURVÍNEA,CENTRO,-48.6471227,-21.0154676,18.11,8,0.71,geocode_v0.15 (propagada)
2022,SP,3506102,24,1082,E.M. PROFA. IZABEL MOTTA SILVA CARDOSO - TURVÍNEA,CENTRO,-48.6471227,-21.0154676,18.11,8,0.71,geocode_v0.15 (propagada)
2024,SP,3506102,24,1082,E.M. PROFA. IZABEL MOTTA SILVA CARDOSO - TURVÍNEA,CENTRO,-48.6471227,-21.0154676,18.11,8,0.71,chave_exata_2022
2008,CE,2306603,33,1430,ESCOLA MUNICIPAL DR JOSE SABOIA,CENTRO,-39.469082,-4.584356,18.09,5,0.388,Mantida Original (Inseguro para mover)
2010,CE,2306603,33,1430,ESCOLA MUNICIPAL DR JOSE SABOIA,CENTRO,-39.469082,-4.584356,18.09,5,0.388,Mantida Original (Inseguro para mover)
2012,CE,2306603,33,1430,ESCOLA MUNICIPAL DR JOSE SABOIA,CENTRO,-39.469082,-4.584356,18.09,3,0.116,Mantida Original (Inseguro para mover)
2014,CE,2306603,33,1430,ESCOLA MUNICIPAL DR JOSE SABOIA,CENTRO,-39.469082,-4.584356,18.09,3,0.116,Mantida Original (Inseguro para mover)
2018,BA,2903508,177,1082,ESCOLA MUNICIPAL EDVALDO FLORES,CENTRO,-41.4157117,-14.9734661,18.09,3,0.021,1. Match ID Validado
2020,BA,2903508,177,1082,ESCOLA MUNICIPAL EDVALDO FLORES,CENTRO,-41.4157117,-14.9734661,18.09,3,0.021,1. Match ID Validado
2008,CE,2306603,33,1171,POSTO DE SAUDE,CENTRO,-39.46914,-4.584184,18.08,5,0.388,Mantida Original (Inseguro para mover)
2010,CE,2306603,33,1171,POSTO DE SAUDE,CENTRO,-39.46914,-4.584184,18.08,5,0.388,Mantida Original (Inseguro para mover)
2018,BA,2903508,177,1031,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,CENTRO,-41.258039,-15.029394,18.06,3,0.003,Mantida Original (Inseguro para mover)
2018,BA,2903508,177,1074,ESCOLA ESTADUAL CARLOS SANTANA,CENTRO,-41.258039,-15.029394,18.06,3,0.003,1. Match ID Validado
2020,BA,2903508,177,1074,ESCOLA ESTADUAL CARLOS SANTANA,CENTRO,-41.258039,-15.029394,18.06,3,0.003,1. Match ID Validado
2020,BA,2903508,177,1031,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,CENTRO,-41.258039,-15.029394,18.06,3,0.003,Mantida Original (Inseguro para mover)
2024,RS,4302808,9,1414,POSTO DE SAÚDE DO SANTA BARBINHA (ANTIGA ESCOLA),CENTRO,-53.674483,-30.504473,18.05,23,1.194,chave_exata_2022
2006,SE,2805604,18,5502,PREFEITURA MUNICIPAL,CENTRO,-37.430632,-9.979891,18.03,5,0.424,Mantida Original (Inseguro para mover)
2012,SE,2805604,18,5502,PREFEITURA MUNICIPAL,CENTRO,-37.430632,-9.979891,18.03,7,0.69,Mantida Original (Inseguro para mover)
2006,RJ,3301702,66,1040,ESCOLA MUNICIPAL SANTA LUZIA,PARQUE EQUITATIVA,-43.3014607,-22.7933907,18.02,3,0.083,geocode_v0.15 (propagada)
2006,CE,2304400,94,1333,EM CASTELO DE CASTRO,VILA VELHA,-38.5117765,-3.8527273,17.98,11,0.641,geocode_v0.15 (propagada)
2008,CE,2304400,94,1333,EM CASTELO DE CASTRO,VILA VELHA,-38.5117765,-3.8527273,17.98,11,0.641,geocode_v0.15 (propagada)
2006,BA,2927408,17,1090,ESCOLA NOSSA SENHORA DE FATIMA - DERBA,VALERIA,-38.532956,-12.743478,17.97,6,1.35,Mantida Original (Inseguro para mover)
2022,BA,2927408,8,2151,COLÉGIO ESTADUAL NOSSA SENHORA DE FÁTIMA - DERBA,VALÉRIA,-38.532956,-12.743478,17.97,5,1.66,Original (Não Aplicável)
2006,BA,2903508,165,1074,ESCOLA ESTADUAL CARLOS SANTANA,CENTRO,-41.258039,-15.029394,17.93,3,0.219,2. Match Núcleo+Bairro
2006,BA,2903508,165,1325,ESCOLA MUNICIPAL EDVALDO FLORES,CENTRO,-41.4157072,-14.9734918,17.93,3,0.235,geocode_v0.15 (propagada)
2006,RS,4311502,128,1090,ESC. EST. CAP. VICENTE O. MACHADO,CENTRO,-54.037685,-30.700177,17.93,10,0.255,Corrigido pelo GeoJSON de Votos (RS)
2008,RS,4311502,128,1090,ANTIGA ESC. EST. CAP. VICENTE O. MACHADO,CENTRO,-54.037685,-30.700177,17.93,10,0.255,Corrigido pelo GeoJSON de Votos (RS)
2010,RS,4311502,9,1082,ANTIGA ESC. EST. CAP. VICENTE O. MACHADO,CENTRO,-54.037685,-30.700177,17.93,10,0.255,Corrigido pelo GeoJSON de Votos (RS)
2006,BA,2903508,165,1031,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,CENTRO,-41.258039,-15.029394,17.92,3,0.219,Mantida Original (Inseguro para mover)
2006,BA,2903508,165,1082,ESCOLA MUNICIPAL EDVALDO FLORES,CENTRO,-41.4157117,-14.9734661,17.92,3,0.235,2. Match Núcleo+Bairro
2012,PR,4109401,44,1139,ESCOLA MANOEL MOREIRA DE CAMPOS,CENTRO,-51.5469973,-25.2469758,17.92,11,0.842,geocode_v0.15 (propagada)
2014,RS,4306601,18,1155,E. M. ANNA RIET PINTO,INTERIOR DO MUNICIPIO,-54.831789,-30.902005,17.92,6,0.793,geocode_v0.15 (propagada)
2016,RS,4306601,18,1155,E. M. ANNA RIET PINTO,INTERIOR DO MUNICIPIO,-54.831789,-30.902005,17.92,5,0.0,geocode_v0.15 (propagada)
2024,RS,4313706,32,2100,GINÁSIO TERRA VIVA COLISEU - FUTSAL,CENTRO,-53.366949,-28.055771,17.92,9,0.315,geocode_v0.15 (propagada)
2012,RJ,3304557,162,1031,COLEGIO SAO JOAO BOSCO,BRAS DE PINA,-43.3814748,-22.9695818,17.91,11,0.816,geocode_v0.15 (propagada)
2008,CE,2312908,121,1082,EEFI MASSILON SABOIA DE ALBUQUERQUE,TAPERUABA,-40.0773694,-3.9898863,17.83,6,0.399,1. Match ID Validado
2008,SP,3550308,348,1309,COLEGIO ANHEMBI - UNIDADE II,VILA FORMOSA,-46.6909205,-23.6602662,17.83,13,0.896,geocode_v0.15 (propagada)
2010,CE,2312908,121,5501,ESC MASSILON SABOIA DE ALBUQUERQUE DE ENS. FUNDAMENTAL E ED. INFANTIL,TAPERUABA,-40.0773694,-3.9898863,17.83,4,0.399,geocode_v0.15 (propagada)
2010,SP,3550308,348,1309,COLEGIO ANHEMBI - UNIDADE II,VILA FORMOSA,-46.6909205,-23.6602662,17.83,13,0.896,geocode_v0.15 (propagada)
2012,CE,2312908,121,1082,EEFI MASSILON SABOIA DE ALBUQUERQUE,TAPERUABA,-40.0773694,-3.9898863,17.83,3,0.32,1. Match ID Validado
2014,CE,2312908,121,1082,EEFI MASSILON SABOIA DE ALBUQUERQUE,TAPERUABA,-40.0773694,-3.9898863,17.83,3,0.32,1. Match ID Validado
2016,CE,2312908,121,1082,EEFI MASSILON SABOIA DE ALBUQUERQUE,TAPERUABA,-40.0773694,-3.9898863,17.83,3,0.32,1. Match ID Validado
2018,CE,2312908,121,1082,EEFI MASSILON SABOIA DE ALBUQUERQUE,TAPERUABA,-40.0773694,-3.9898863,17.83,3,0.32,1. Match ID Validado
2020,CE,2312908,121,1082,EEFI MASSILON SABOIA DE ALBUQUERQUE,TAPERUABA,-40.0773694,-3.9898863,17.83,3,0.32,1. Match ID Validado
2022,CE,2312908,121,1082,EEFI MASSILON SABOIA DE ALBUQUERQUE,TAPERUABA,-40.0773694,-3.9898863,17.83,3,0.32,Original (Não Aplicável)
2024,CE,2312908,121,1082,ESCOLA MASSILON SABOIA DE ALBUQUERQUE,TAPERUABA,-40.0773694,-3.9898863,17.83,3,0.32,chave_exata_2022
2014,RJ,3304557,3,1465,IGREJA SANTISSIMA TRINDADE,FLAMENGO,-43.2975261,-22.8212083,17.8,6,0.476,geocode_v0.15 (propagada)
2016,RJ,3304557,3,1465,IGREJA SANTISSIMA TRINDADE,FLAMENGO,-43.2975261,-22.8212083,17.8,6,0.476,geocode_v0.15 (propagada)
2006,RS,4302808,9,1414,ESCOLA E. SANTA BARBINHA,CENTRO,-53.674483,-30.504473,17.76,32,1.705,geocode_v0.15 (propagada)
2008,RS,4302808,9,1414,ESCOLA E. SANTA BARBINHA,CENTRO,-53.674483,-30.504473,17.76,31,1.705,geocode_v0.15 (propagada)
2010,RS,4302808,9,1414,ESCOLA E. SANTA BARBINHA,CENTRO,-53.674483,-30.504473,17.76,31,1.705,geocode_v0.15 (propagada)
2012,RS,4302808,9,1414,ESCOLA E. SANTA BARBINHA,CENTRO,-53.674483,-30.504473,17.76,29,1.705,geocode_v0.15 (propagada)
2020,PB,2500700,37,1716,CRECHE MUNICIPAL MARIA LAURA S PINHEIRO,CENTRO,-38.3682173,-6.5879831,17.75,3,0.429,geocode_v0.15 (propagada)
2006,MA,2108306,45,5600,ESCOLA MUNICIPAL,BAIRRO CENTRO - ZONA URBANA,-45.306408,-3.2057345,17.73,6,0.235,Mantida Original (Inseguro para mover)
2006,RJ,3304557,3,1465,IGREJA SANTISSIMA TRINDADE,FLAMENGO,-43.2975261,-22.8212083,17.73,6,0.171,geocode_v0.15 (propagada)
2008,RJ,3304557,3,1465,IGREJA SANTISSIMA TRINDADE,FLAMENGO,-43.2975261,-22.8212083,17.73,6,0.171,geocode_v0.15 (propagada)
2010,RJ,3304557,3,1465,IGREJA SANTISSIMA TRINDADE,FLAMENGO,-43.2975261,-22.8212083,17.73,6,0.171,geocode_v0.15 (propagada)
2012,MA,2108306,45,5600,ESCOLA MUNICIPAL,BAIRRO CENTRO - ZONA URBANA,-45.306408,-3.2057345,17.73,6,0.235,Mantida Original (Inseguro para mover)
2012,RJ,3304557,3,1465,IGREJA SANTISSIMA TRINDADE,FLAMENGO,-43.2975261,-22.8212083,17.73,6,0.171,geocode_v0.15 (propagada)
2014,DF,5300108,15,1554,FACULDADE ANHANGUERA DE BRASILIA,AGUAS CLARAS - TAGUATINGA SUL,-47.880147,-15.752302,17.72,5,1.141,Mantida Original (Inseguro para mover)
2006,SP,3550308,348,1309,COLEGIO ANHEMBI - UNIDADE II,VILA FORMOSA,-46.6909205,-23.6602662,17.7,14,1.048,geocode_v0.15 (propagada)
2006,RJ,3304557,211,1260,COMPLEXO ESPORTIVO DA ROCINHA/FUNDAÇÃO CECIERJ,SÃO CONRADO,-43.3122143,-22.8452103,17.69,12,0.991,geocode_v0.15 (propagada)
2008,RJ,3304557,211,1260,COMPLEXO ESPORTIVO DA ROCINHA/FUNDAÇÃO CECIERJ,SÃO CONRADO,-43.3122143,-22.8452103,17.69,12,0.991,geocode_v0.15 (propagada)
2010,RJ,3304557,211,1260,COMPLEXO ESPORTIVO DA ROCINHA/FUNDAÇÃO CECIERJ,SÃO CONRADO,-43.3122143,-22.8452103,17.69,12,0.991,geocode_v0.15 (propagada)
2012,RJ,3304557,211,1260,COMPLEXO ESPORTIVO DA ROCINHA/FUNDAÇÃO CECIERJ,SÃO CONRADO,-43.3122143,-22.8452103,17.69,11,0.8,geocode_v0.15 (propagada)
2020,PA,1501402,97,1619,EEEFM FELIZ LUSITÂNIA,PONTA GROSSA,-48.4903069,-1.4620785,17.69,6,0.418,geocode_v0.15 (propagada)
