Ano,UF,Cidade,CD_TSE,CD_IBGE,Parent_TSE,Parent_Nome,Zona,Local,Nome_Local,Censo_Fonte,Revisar
2006,PA,MOJUI DOS CAMPOS,4863,1504752,5355,SANTAREM,20,3719,EMEF GERALDO MONTEIRO,2010,
2006,PA,MOJUI DOS CAMPOS,4863,1504752,5355,SANTAREM,20,3735,EMEF CECILIA FLORES,2010,
2006,PA,MOJUI DOS CAMPOS,4863,1504752,5355,SANTAREM,20,3743,EMEF PADRE ANTONIO VIEIRA,2010,
2006,PA,MOJUI DOS CAMPOS,4863,1504752,5355,SANTAREM,20,3905,EMEF SANTA MARIA,2010,
2006,PA,MOJUI DOS CAMPOS,4863,1504752,5355,SANTAREM,20,3930,EMEF NOSSA SENHORA DO PERPETUO SOCORRO,2010,
2006,PA,MOJUI DOS CAMPOS,4863,1504752,5355,SANTAREM,20,3964,EMEF PRINCESA ISABEL,2010,
2006,PA,MOJUI DOS CAMPOS,4863,1504752,5355,SANTAREM,20,3999,EMEF MARIA DO ROSARIO NUNES,2010,
2006,PA,MOJUI DOS CAMPOS,4863,1504752,5355,SANTAREM,20,4170,EMEF FRANCISCO PEREIRA DOS SANTOS,2010,
2006,PA,MOJUI DOS CAMPOS,4863,1504752,5355,SANTAREM,20,4200,EMEF SANSAO DA SILVA,2010,
2006,PA,MOJUI DOS CAMPOS,4863,1504752,5355,SANTAREM,20,4227,EMEF SANTA RITA DE CASSIA,2010,
2006,RS,PINTO BANDEIRA,89540,4314548,85413,BENTO GONCALVES,8,1945,JOSE PANSERA - ESCOLA,2012,
2006,RS,PINTO BANDEIRA,89540,4314548,85413,BENTO GONCALVES,8,1953,SALAO SAO GABRIEL,2012,
2006,RS,PINTO BANDEIRA,89540,4314548,85413,BENTO GONCALVES,8,1996,BARAO DO MAUA - ESCOLA,2012,
2006,SC,BALNEARIO RINCAO,83909,4220000,81370,ICARA,79,1163,CENTRO DE EDUCACAO INFANTIL MUNDO ENCANTADO,2012,
2006,SC,BALNEARIO RINCAO,83909,4220000,81370,ICARA,79,1228,SALAO PAROQUIAL LAGOA DOS ESTEVES,2012,
2006,SC,BALNEARIO RINCAO,83909,4220000,81370,ICARA,79,1236,ESCOLA BASICA GERVASIO TEIXEIRA FERNANDES,2012,
2006,SC,BALNEARIO RINCAO,83909,4220000,81370,ICARA,79,1252,ESCOLA DE EDUCACAO BASICA MELCHIADES BONIFACIO ESPINDOLA,2012,
2006,SC,PESCARIA BRAVA,83925,4212650,81850,LAGUNA,20,1201,ESCOLA DE EDUCACAO BASICA MARTINHO CALLADO JUNIOR,2012,
2006,SC,PESCARIA BRAVA,83925,4212650,81850,LAGUNA,20,1228,ESCOLA DE EDUCACAO BASICA DOMINGOS BARBOSA CABRAL,2012,
2006,SC,PESCARIA BRAVA,83925,4212650,81850,LAGUNA,20,1295,ESCOLA DE EDUCACAO BASICA PALMIRA MORAES DE MIRANDA,2012,
2010,MT,BOA ESPERANCA DO NORTE,73709,5101837,98930,SORRISO,43,1074,ESCOLA MUNICIPAL AGUA LIMPA,2024,
2010,MT,BOA ESPERANCA DO NORTE,73709,5101837,98930,SORRISO,43,1082,ESCOLA MUNICIPAL PROFESSORA VERA LUCIA SCHMIDT,2024,
2010,MT,BOA ESPERANCA DO NORTE,73709,5101837,98930,SORRISO,43,1244,ESCOLA MUNICIPAL BOA ESPERANCA,2024,
2010,RS,PINTO BANDEIRA,89540,4314548,85413,BENTO GONCALVES,8,1945,JOSE PANSERA - ESCOLA,2012,
2010,RS,PINTO BANDEIRA,89540,4314548,85413,BENTO GONCALVES,8,1953,SALAO SAO GABRIEL,2012,
2010,RS,PINTO BANDEIRA,89540,4314548,85413,BENTO GONCALVES,8,1996,BARAO DO MAUA - ESCOLA,2012,
2010,SC,BALNEARIO RINCAO,83909,4220000,81370,ICARA,79,1163,CENTRO DE EDUCACAO INFANTIL MUNDO ENCANTADO,2012,
2010,SC,BALNEARIO RINCAO,83909,4220000,81370,ICARA,79,1201,CENTRO DE EDUCACAO INFANTIL MUNDO ENCANTADO,2012,
2010,SC,BALNEARIO RINCAO,83909,4220000,81370,ICARA,79,1228,SALAO PAROQUIAL LAGOA DOS ESTEVES,2012,
2010,SC,BALNEARIO RINCAO,83909,4220000,81370,ICARA,79,1236,ESCOLA BASICA GERVASIO TEIXEIRA FERNANDES,2012,
2010,SC,BALNEARIO RINCAO,83909,4220000,81370,ICARA,79,1244,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROF. AMELIA DE SOUZA SILVA,2012,
2010,SC,BALNEARIO RINCAO,83909,4220000,81370,ICARA,79,1252,ESCOLA DE EDUCACAO BASICA MELCHIADES BONIFACIO ESPINDOLA,2012,
2010,SC,BALNEARIO RINCAO,83909,4220000,81370,ICARA,79,1465,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE REUS,2012,
2010,SC,PESCARIA BRAVA,83925,4212650,81850,LAGUNA,20,1201,ESCOLA DE EDUCACAO BASICA MARTINHO CALLADO JUNIOR,2012,
2010,SC,PESCARIA BRAVA,83925,4212650,81850,LAGUNA,20,1260,ESCOLA DE EDUCACAO BASICA PONTA DAS LARANJEIRAS,2012,
2010,SC,PESCARIA BRAVA,83925,4212650,81850,LAGUNA,20,1295,ESCOLA DE EDUCACAO BASICA PALMIRA MORAES DE MIRANDA,2012,
2010,SC,PESCARIA BRAVA,83925,4212650,81850,LAGUNA,20,1490,ESCOLA DE ENSINO FUNDAMENTAL PEDRO FRANCISCO DA SILVA,2012,
