ano,uf,ibge,municipio,zona,local,nome,renda_antes,renda_depois,doador,doador_nome,distancia_km,motivo,situacao
2010,MG,3170008,UBAI,50,1210,ESCOLA MUNICIPAL MONTEIRO LOBATO,517.17,450.76,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,6.72,coordenada corrigida,perfil herdado
2012,MG,3170008,UBAI,50,1210,ESCOLA MUNICIPAL MONTEIRO LOBATO,517.17,450.76,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,6.72,coordenada corrigida,perfil herdado
2014,MG,3170008,UBAI,50,1210,ESCOLA MUNICIPAL MONTEIRO LOBATO,517.17,450.76,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,6.72,coordenada corrigida,perfil herdado
2016,MG,3170008,UBAI,50,1210,ESCOLA MUNICIPAL MONTEIRO LOBATO,1345.02,1081.33,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,6.72,coordenada corrigida,perfil herdado
2018,MG,3170008,UBAI,50,1210,ESCOLA MUNICIPAL MONTEIRO LOBATO,1345.02,1081.33,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,6.72,coordenada corrigida,perfil herdado
2020,MG,3170008,UBAI,50,1210,ESCOLA MUNICIPAL MONTEIRO LOBATO,1345.02,1345.02,50_53996_1368,ESCOLA MUNICIPAL MONTEIRO LOBATO,5.97,coordenada corrigida,perfil herdado
2022,MG,3170008,UBAI,50,1210,ESCOLA MUNICIPAL MONTEIRO LOBATO,1345.02,1345.02,50_53996_1368,ESCOLA MUNICIPAL MONTEIRO LOBATO,5.97,coordenada corrigida,perfil herdado
2024,MG,3170008,UBAI,50,1210,ESCOLA MUNICIPAL MONTEIRO LOBATO,1345.02,1345.02,50_53996_1368,ESCOLA MUNICIPAL MONTEIRO LOBATO,5.97,coordenada corrigida,perfil herdado
2006,MG,3170008,UBAI,50,1236,ESCOLA MUNICIPAL JOSE LINS DO REGO,447.28,450.76,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,5.9,coordenada corrigida,perfil herdado
2008,MG,3170008,UBAI,50,1236,ESCOLA MUNICIPAL JOSE LINS DO REGO,447.28,497.2,50_53996_1333,ESCOLA MUNICIPAL AURELIO BUARQUE DE HOLANDA,2.52,coordenada corrigida,perfil herdado
2010,MG,3170008,UBAI,50,1236,ESCOLA MUNICIPAL JOSE LINS DO REGO,447.28,450.76,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,5.9,coordenada corrigida,perfil herdado
2012,MG,3170008,UBAI,50,1236,ESCOLA MUNICIPAL JOSE LINS DO REGO,447.28,497.2,50_53996_1333,ESCOLA MUNICIPAL AURELIO BUARQUE DE HOLANDA,2.52,coordenada corrigida,perfil herdado
2014,MG,3170008,UBAI,50,1236,ESCOLA MUNICIPAL JOSE LINS DO REGO,447.28,497.2,50_53996_1333,ESCOLA MUNICIPAL AURELIO BUARQUE DE HOLANDA,2.52,coordenada corrigida,perfil herdado
2016,MG,3170008,UBAI,50,1236,ESCOLA MUNICIPAL JOSE LINS DO REGO,1119.54,1081.33,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,5.9,coordenada corrigida,perfil herdado
2018,MG,3170008,UBAI,50,1236,ESCOLA MUNICIPAL JOSE LINS DO REGO,1119.54,1081.33,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,5.9,coordenada corrigida,perfil herdado
2020,MG,3170008,UBAI,50,1236,ESCOLA MUNICIPAL JOSE LINS DO REGO,1119.54,1081.33,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,5.9,coordenada corrigida,perfil herdado
2022,MG,3170008,UBAI,50,1236,ESCOLA MUNICIPAL JOSE LINS DO REGO,1119.54,1081.33,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,5.9,coordenada corrigida,perfil herdado
2024,MG,3170008,UBAI,50,1236,ESCOLA MUNICIPAL JOSE LINS DO REGO,1119.54,1081.33,50_53996_1058,ESCOLA  MUNICIPAL VITALINA PEREIRA DA CRUZ,5.9,coordenada corrigida,perfil herdado
2006,MG,3170008,UBAI,50,1244,ESCOLA MUNICIPAL JOAQUIM MANOEL MACEDO,352.91,579.09,50_53996_1015,ESCOLA ESTADUAL MARIA BATISTA CAVALCANTE,13.45,coordenada corrigida,perfil herdado
2008,MG,3170008,UBAI,50,1244,ESCOLA MUNICIPAL JOAQUIM MANOEL MACEDO,352.91,579.09,50_53996_1015,ESCOLA ESTADUAL MARIA BATISTA CAVALCANTE,13.45,coordenada corrigida,perfil herdado
2010,MG,3170008,UBAI,50,1244,ESCOLA MUNICIPAL JOAQUIM MANOEL MACEDO,352.91,579.09,50_53996_1015,ESCOLA ESTADUAL MARIA BATISTA CAVALCANTE,13.45,coordenada corrigida,perfil herdado
2012,MG,3170008,UBAI,50,1244,ESCOLA MUNICIPAL JOAQUIM MANOEL MACEDO,352.91,579.09,50_53996_1015,ESCOLA ESTADUAL MARIA BATISTA CAVALCANTE,13.45,coordenada corrigida,perfil herdado
2014,MG,3170008,UBAI,50,1244,ESCOLA MUNICIPAL JOAQUIM MANOEL MACEDO,352.91,579.09,50_53996_1015,ESCOLA ESTADUAL MARIA BATISTA CAVALCANTE,13.45,coordenada corrigida,perfil herdado
2016,MG,3170008,UBAI,50,1244,ESCOLA MUNICIPAL JOAQUIM MANOEL MACEDO,1527.7,1602.06,50_53996_1015,ESCOLA ESTADUAL MARIA BATISTA CAVALCANTE,13.45,coordenada corrigida,perfil herdado
2018,MG,3170008,UBAI,50,1244,ESCOLA MUNICIPAL JOAQUIM MANOEL MACEDO,1527.7,1602.06,50_53996_1015,ESCOLA ESTADUAL MARIA BATISTA CAVALCANTE,13.45,coordenada corrigida,perfil herdado
2020,MG,3170008,UBAI,50,1244,ESCOLA MUNICIPAL JOAQUIM MANOEL MACEDO,1527.7,1602.06,50_53996_1015,ESCOLA ESTADUAL MARIA BATISTA CAVALCANTE,13.45,coordenada corrigida,perfil herdado
2022,MG,3170008,UBAI,50,1244,ESCOLA MUNICIPAL JOAQUIM MANOEL MACEDO,1527.7,944.3,50_53996_1384,COMUNIDADE DE COQUEIROS II,13.01,coordenada corrigida,perfil herdado
2024,MG,3170008,UBAI,50,1244,ESCOLA MUNICIPAL JOAQUIM MANOEL MACEDO,1527.7,1602.06,50_53996_1015,ESCOLA ESTADUAL MARIA BATISTA CAVALCANTE,13.45,coordenada corrigida,perfil herdado
2006,MG,3170008,UBAI,50,1260,ESCOLA MUNICIPAL GUIMARAES ROSA,463.85,493.15,50_53996_1171,ESCOLA ESTADUAL LUCILIO MESQUITA,4.51,coordenada corrigida,perfil herdado
2008,MG,3170008,UBAI,50,1260,ESCOLA MUNICIPAL GUIMARAES ROSA,463.85,493.15,50_53996_1171,ESCOLA ESTADUAL LUCILIO MESQUITA,4.51,coordenada corrigida,perfil herdado
2010,MG,3170008,UBAI,50,1260,ESCOLA MUNICIPAL GUIMARAES ROSA,463.85,493.15,50_53996_1171,ESCOLA ESTADUAL LUCILIO MESQUITA,4.51,coordenada corrigida,perfil herdado
2012,MG,3170008,UBAI,50,1260,ESCOLA MUNICIPAL GUIMARAES ROSA,463.85,493.15,50_53996_1171,ESCOLA ESTADUAL LUCILIO MESQUITA,4.51,coordenada corrigida,perfil herdado
2014,MG,3170008,UBAI,50,1260,ESCOLA MUNICIPAL GUIMARAES ROSA,463.85,493.15,50_53996_1171,ESCOLA ESTADUAL LUCILIO MESQUITA,4.51,coordenada corrigida,perfil herdado
2016,MG,3170008,UBAI,50,1260,ESCOLA MUNICIPAL GUIMARAES ROSA,1183.41,1351.24,50_53996_1171,ESCOLA ESTADUAL LUCILIO MESQUITA,4.51,coordenada corrigida,perfil herdado
2018,MG,3170008,UBAI,50,1260,ESCOLA MUNICIPAL GUIMARAES ROSA,1183.41,1351.24,50_53996_1171,ESCOLA ESTADUAL LUCILIO MESQUITA,4.51,coordenada corrigida,perfil herdado
2020,MG,3170008,UBAI,50,1260,ESCOLA MUNICIPAL GUIMARAES ROSA,1183.41,1351.24,50_53996_1171,ESCOLA ESTADUAL LUCILIO MESQUITA,4.51,coordenada corrigida,perfil herdado
2022,MG,3170008,UBAI,50,1260,ESCOLA MUNICIPAL GUIMARAES ROSA,1183.41,1351.24,50_53996_1171,ESCOLA ESTADUAL LUCILIO MESQUITA,4.51,coordenada corrigida,perfil herdado
2024,MG,3170008,UBAI,50,1260,ESCOLA MUNICIPAL GUIMARAES ROSA,1183.41,1351.24,50_53996_1171,ESCOLA ESTADUAL LUCILIO MESQUITA,4.51,coordenada corrigida,perfil herdado
2006,MG,3170008,UBAI,50,1309,ESCOLA MUNICIPAL ELIVALDETH MENDES,375.51,463.85,50_53996_1228,ESCOLA MUNICIPAL ERICO VERISSIMO,12.41,coordenada corrigida,perfil herdado
2008,MG,3170008,UBAI,50,1309,ESCOLA MUNICIPAL ELIVALDETH MENDES,375.51,563.12,50_53996_1341,ESCOLA MUNICIPAL GUILHERME VIEIRA,10.54,coordenada corrigida,perfil herdado
2010,MG,3170008,UBAI,50,1309,ESCOLA MUNICIPAL ELIVALDETH MENDES,375.51,563.12,50_53996_1341,ESCOLA MUNICIPAL GUILHERME VIEIRA,10.54,coordenada corrigida,perfil herdado
2012,MG,3170008,UBAI,50,1309,ESCOLA MUNICIPAL ELIVALDETH MENDES,375.51,563.12,50_53996_1341,ESCOLA MUNICIPAL GUILHERME VIEIRA,10.54,coordenada corrigida,perfil herdado
2014,MG,3170008,UBAI,50,1309,ESCOLA MUNICIPAL ELIVALDETH MENDES,375.51,563.12,50_53996_1341,ESCOLA MUNICIPAL GUILHERME VIEIRA,10.54,coordenada corrigida,perfil herdado
2016,MG,3170008,UBAI,50,1309,ESCOLA MUNICIPAL ELIVALDETH MENDES,1015.26,1704.44,50_53996_1341,ESCOLA MUNICIPAL GUILHERME VIEIRA,10.54,coordenada corrigida,perfil herdado
2018,MG,3170008,UBAI,50,1309,ESCOLA MUNICIPAL ELIVALDETH MENDES,1015.26,1704.44,50_53996_1341,ESCOLA MUNICIPAL GUILHERME VIEIRA,10.54,coordenada corrigida,perfil herdado
2020,MG,3170008,UBAI,50,1309,ESCOLA MUNICIPAL ELIVALDETH MENDES,1015.26,1704.44,50_53996_1341,ESCOLA MUNICIPAL GUILHERME VIEIRA,10.54,coordenada corrigida,perfil herdado
2022,MG,3170008,UBAI,50,1309,ESCOLA MUNICIPAL ELIVALDETH MENDES,1015.26,1704.44,50_53996_1341,ESCOLA MUNICIPAL GUILHERME VIEIRA,10.54,coordenada corrigida,perfil herdado
2024,MG,3170008,UBAI,50,1309,ESCOLA MUNICIPAL ELIVALDETH MENDES,1015.26,1704.44,50_53996_1341,ESCOLA MUNICIPAL GUILHERME VIEIRA,10.54,coordenada corrigida,perfil herdado
2008,MG,3170008,UBAI,50,1325,ESCOLA MUNICIPAL MURILO RUBIAO,579.09,450.76,50_53996_1082,ESCOLA VITALINA PEREIRA DA CRUZ,3.18,coordenada corrigida,perfil herdado
2010,MG,3170008,UBAI,50,1325,ESCOLA MUNICIPAL MURILO RUBIAO,579.09,450.76,50_53996_1082,ESCOLA VITALINA PEREIRA DA CRUZ,3.18,coordenada corrigida,perfil herdado
2012,MG,3170008,UBAI,50,1325,ESCOLA MUNICIPAL MURILO RUBIAO,579.09,450.76,50_53996_1082,ESCOLA VITALINA PEREIRA DA CRUZ,3.18,coordenada corrigida,perfil herdado
2014,MG,3170008,UBAI,50,1325,ESCOLA MUNICIPAL MURILO RUBIAO,579.09,450.76,50_53996_1082,ESCOLA VITALINA PEREIRA DA CRUZ,3.18,coordenada corrigida,perfil herdado
2016,MG,3170008,UBAI,50,1325,ESCOLA MUNICIPAL MURILO RUBIAO,1829.01,1081.33,50_53996_1082,ESCOLA VITALINA PEREIRA DA CRUZ,3.18,coordenada corrigida,perfil herdado
2018,MG,3170008,UBAI,50,1325,ESCOLA MUNICIPAL MURILO RUBIAO,1829.01,1081.33,50_53996_1082,ESCOLA VITALINA PEREIRA DA CRUZ,3.18,coordenada corrigida,perfil herdado
2020,MG,3170008,UBAI,50,1325,ESCOLA MUNICIPAL MURILO RUBIÃO,1829.01,1081.33,50_53996_1082,ESCOLA VITALINA PEREIRA DA CRUZ,3.18,coordenada corrigida,perfil herdado
2022,MG,3170008,UBAI,50,1325,ESCOLA MUNICIPAL MURILO RUBIÃO,1829.01,1081.33,50_53996_1082,ESCOLA VITALINA PEREIRA DA CRUZ,3.18,coordenada corrigida,perfil herdado
2024,MG,3170008,UBAI,50,1325,ESCOLA MUNICIPAL MURILO RUBIÃO,1829.01,1081.33,50_53996_1082,ESCOLA VITALINA PEREIRA DA CRUZ,3.18,coordenada corrigida,perfil herdado
2014,MG,3170008,UBAI,50,1376,ESCOLA MUNICIPAL JOAQUIM MANOEL DE MACEDO,352.91,457.85,50_53996_1147,ESCOLA ESTADUAL FAZENDA CAMPO LIMPO,10.67,coordenada corrigida,perfil herdado
2016,MG,3170008,UBAI,50,1376,ESCOLA MUNICIPAL JOAQUIM MANOEL DE MACEDO,1527.7,1123.92,50_53996_1147,ESCOLA ESTADUAL FAZENDA CAMPO LIMPO,10.67,coordenada corrigida,perfil herdado
2018,MG,3170008,UBAI,50,1376,ESCOLA MUNICIPAL JOAQUIM MANOEL DE MACEDO,1527.7,1123.92,50_53996_1147,ESCOLA ESTADUAL FAZENDA CAMPO LIMPO,10.67,coordenada corrigida,perfil herdado
2020,MG,3170008,UBAI,50,1376,ESCOLA MUNICIPAL JOAQUIM MANOEL DE MACEDO,1527.7,1123.92,50_53996_1147,ESCOLA ESTADUAL FAZENDA CAMPO LIMPO,10.67,coordenada corrigida,perfil herdado
2022,MG,3170008,UBAI,50,1376,ESCOLA MUNICIPAL JOAQUIM MANOEL DE MACEDO,1527.7,1123.92,50_53996_1147,ESCOLA ESTADUAL FAZENDA CAMPO LIMPO,10.67,coordenada corrigida,perfil herdado
2024,MG,3170008,UBAI,50,1376,ESCOLA MUNICIPAL JOAQUIM MANOEL DE MACEDO,1527.7,1123.92,50_53996_1147,ESCOLA ESTADUAL FAZENDA CAMPO LIMPO,10.67,coordenada corrigida,perfil herdado
2006,BA,2933307,VITORIA DA CONQUISTA,40,1740,ESCOLA MUNICIPAL PROFESSOR JOSIAS CASAES FRANCA,557.19,390.68,40_39659_3301,ESCOLA MUNICIPAL OTAVIANO SALGADO,13.66,coordenada corrigida,perfil herdado
2008,BA,2933307,VITORIA DA CONQUISTA,40,1740,ESCOLA MUNICIPAL PROFESSOR JOSIAS CASAES FRANCA,557.19,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,6.59,coordenada corrigida,perfil herdado
2010,BA,2933307,VITORIA DA CONQUISTA,40,1740,ESCOLA MUNICIPAL PROFESSOR JOSIAS CASAES FRANCA,557.19,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,6.59,coordenada corrigida,perfil herdado
2012,BA,2933307,VITORIA DA CONQUISTA,40,1740,ESCOLA MUNICIPAL PROFESSOR JOSIAS CASAES FRANCA,557.19,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,6.59,coordenada corrigida,perfil herdado
2014,BA,2933307,VITORIA DA CONQUISTA,40,1740,ESCOLA MUNICIPAL PROFESSOR JOSIAS CASAES FRANCA,557.19,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,6.59,coordenada corrigida,perfil herdado
2016,BA,2933307,VITORIA DA CONQUISTA,40,1740,ESCOLA MUNICIPAL PROFESSOR JOSIAS CASAES FRANCA,6869.1,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,6.59,coordenada corrigida,perfil herdado
2018,BA,2933307,VITORIA DA CONQUISTA,40,1740,ESCOLA MUNICIPAL PROFESSOR JOSIAS CASAES FRANCA,6869.1,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,6.59,coordenada corrigida,perfil herdado
2020,BA,2933307,VITORIA DA CONQUISTA,40,1740,ESCOLA MUNICIPAL PROFESSOR JOSIAS CASAES FRANÇA,6869.1,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,6.59,coordenada corrigida,perfil herdado
2022,BA,2933307,VITORIA DA CONQUISTA,40,1740,ESCOLA MUNICIPAL PROFESSOR JOSIAS CASAES FRANÇA,6869.1,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,6.59,coordenada corrigida,perfil herdado
2024,BA,2933307,VITORIA DA CONQUISTA,40,1740,ESCOLA MUNICIPAL PROFESSOR JOSIAS CASAES FRANÇA,6869.1,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,6.36,renda incoerente com os vizinhos rurais (R$ 1208),perfil herdado
2006,BA,2933307,VITORIA DA CONQUISTA,40,1759,ESCOLA MUNICIPAL FELIX PACHECO,397.11,359.12,40_39659_1813,ESCOLA MUNICIPAL SAO VICENTE DE PAULA,9.28,coordenada corrigida,perfil herdado
2008,BA,2933307,VITORIA DA CONQUISTA,40,1759,ESCOLA MUNICIPAL FELIX PACHECO,397.11,369.09,40_39659_3450,ESCOLA MUNICIPAL CASIMIRO DE ABREU,6.38,coordenada corrigida,perfil herdado
2010,BA,2933307,VITORIA DA CONQUISTA,40,1759,ESCOLA MUNICIPAL FELIX PACHECO,397.11,369.09,40_39659_3450,ESCOLA MUNICIPAL CASIMIRO DE ABREU,6.38,coordenada corrigida,perfil herdado
2012,BA,2933307,VITORIA DA CONQUISTA,40,1759,ESCOLA MUNICIPAL FELIX PACHECO,397.11,369.09,40_39659_3450,ESCOLA MUNICIPAL CASIMIRO DE ABREU,6.38,coordenada corrigida,perfil herdado
2014,BA,2933307,VITORIA DA CONQUISTA,40,1759,ESCOLA MUNICIPAL FELIX PACHECO,397.11,369.09,40_39659_3450,ESCOLA MUNICIPAL CASIMIRO DE ABREU,6.38,coordenada corrigida,perfil herdado
2016,BA,2933307,VITORIA DA CONQUISTA,40,1759,ESCOLA MUNICIPAL FELIX PACHECO,7205.25,1020.62,40_39659_3450,ESCOLA MUNICIPAL CASIMIRO DE ABREU,6.38,coordenada corrigida,perfil herdado
2018,BA,2933307,VITORIA DA CONQUISTA,40,1759,ESCOLA MUNICIPAL FELIX PACHECO,7205.25,1020.62,40_39659_3450,ESCOLA MUNICIPAL CASIMIRO DE ABREU,6.38,coordenada corrigida,perfil herdado
2020,BA,2933307,VITORIA DA CONQUISTA,40,1759,ESCOLA MUNICIPAL FÉLIX PACHECO,7205.25,1020.62,40_39659_3450,ESCOLA MUNICIPAL CASIMIRO DE ABREU,6.38,coordenada corrigida,perfil herdado
2022,BA,2933307,VITORIA DA CONQUISTA,40,1759,ESCOLA MUNICIPAL FÉLIX PACHECO,7205.25,1020.62,40_39659_3450,ESCOLA MUNICIPAL CASIMIRO DE ABREU,6.38,coordenada corrigida,perfil herdado
2024,BA,2933307,VITORIA DA CONQUISTA,40,1759,ESCOLA MUNICIPAL FÉLIX PACHECO,7205.25,1020.62,40_39659_3450,ESCOLA MUNICIPAL CASIMIRO DE ABREU,6.37,renda incoerente com os vizinhos rurais (R$ 1075),perfil herdado
2024,BA,2933307,VITORIA DA CONQUISTA,40,1783,CENTRO EDUCACIONAL MUNICIPAL EURÍPEDES PERI ROSA,1018.89,1015.41,40_39659_3565,ESCOLA MUNICIPAL EUCLIDES DANTAS,5.35,coordenada corrigida,perfil herdado
2006,BA,2933307,VITORIA DA CONQUISTA,40,1791,ESCOLA MUNICIPAL OLIMPIO JOSE DIAS,328.98,328.88,40_39659_2496,ESCOLA MUNICIPAL PROFESSOR ANTONIO MOURA,7.11,coordenada corrigida,perfil herdado
2008,BA,2933307,VITORIA DA CONQUISTA,40,1791,ESCOLA MUNICIPAL OLIMPIO JOSE DIAS,328.98,328.88,40_39659_2496,ESCOLA MUNICIPAL PROFESSOR ANTONIO MOURA,7.11,coordenada corrigida,perfil herdado
2010,BA,2933307,VITORIA DA CONQUISTA,40,1791,ESCOLA MUNICIPAL OLIMPIO JOSE DIAS,328.98,328.88,40_39659_2496,ESCOLA MUNICIPAL PROFESSOR ANTONIO MOURA,7.11,coordenada corrigida,perfil herdado
2012,BA,2933307,VITORIA DA CONQUISTA,40,1791,ESCOLA MUNICIPAL OLIMPIO JOSE DIAS,328.98,328.88,40_39659_2496,ESCOLA MUNICIPAL PROFESSOR ANTONIO MOURA,7.11,coordenada corrigida,perfil herdado
2014,BA,2933307,VITORIA DA CONQUISTA,40,1791,ESCOLA MUNICIPAL OLIMPIO JOSE DIAS,328.98,321.83,40_39659_3565,ESCOLA MUNICIPAL EUCLIDE DANTAS,4.97,coordenada corrigida,perfil herdado
2016,BA,2933307,VITORIA DA CONQUISTA,40,1791,ESCOLA MUNICIPAL OLIMPIO JOSE DIAS,911.74,1015.41,40_39659_3565,ESCOLA MUNICIPAL EUCLIDE DANTAS,4.97,coordenada corrigida,perfil herdado
2018,BA,2933307,VITORIA DA CONQUISTA,40,1791,ESCOLA MUNICIPAL OLIMPIO JOSE DIAS,911.74,1015.41,40_39659_3565,ESCOLA MUNICIPAL EUCLIDES DANTAS,4.97,coordenada corrigida,perfil herdado
2020,BA,2933307,VITORIA DA CONQUISTA,40,1791,ESCOLA MUNICIPAL OLÍMPIO JOSÉ DIAS,911.74,1015.41,40_39659_3565,ESCOLA MUNICIPAL EUCLIDES DANTAS,4.97,coordenada corrigida,perfil herdado
2022,BA,2933307,VITORIA DA CONQUISTA,40,1791,ESCOLA MUNICIPAL OLÍMPIO JOSÉ DIAS,911.74,1015.41,40_39659_3565,ESCOLA MUNICIPAL EUCLIDES DANTAS,4.97,coordenada corrigida,perfil herdado
2024,BA,2933307,VITORIA DA CONQUISTA,40,1791,ESCOLA MUNICIPAL OLÍMPIO JOSÉ DIAS,911.74,1015.41,40_39659_3565,ESCOLA MUNICIPAL EUCLIDES DANTAS,4.94,coordenada corrigida,perfil herdado
2006,BA,2933307,VITORIA DA CONQUISTA,40,1821,ESCOLA MUNICIPAL AFONSO HOFFMAN,411.52,417.84,40_39659_1937,ESCOLA MUNICIPAL EULALIO LEITE,18.25,coordenada corrigida,perfil herdado
2008,BA,2933307,VITORIA DA CONQUISTA,40,1821,ESCOLA MUNICIPAL AFONSO HOFFMAN,411.52,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,12.87,coordenada corrigida,perfil herdado
2010,BA,2933307,VITORIA DA CONQUISTA,40,1821,ESCOLA MUNICIPAL AFONSO HOFFMAN,411.52,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,12.87,coordenada corrigida,perfil herdado
2012,BA,2933307,VITORIA DA CONQUISTA,40,1821,ESCOLA MUNICIPAL AFONSO HOFFMAN,411.52,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,12.87,coordenada corrigida,perfil herdado
2014,BA,2933307,VITORIA DA CONQUISTA,40,1821,ESCOLA MUNICIPAL AFONSO HOFFMAN,411.52,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,12.87,coordenada corrigida,perfil herdado
2016,BA,2933307,VITORIA DA CONQUISTA,40,1821,ESCOLA MUNICIPAL AFONSO HOFFMAN,7205.25,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,12.87,coordenada corrigida,perfil herdado
2018,BA,2933307,VITORIA DA CONQUISTA,40,1821,ESCOLA MUNICIPAL AFONSO HOFFMAN,7205.25,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,12.87,coordenada corrigida,perfil herdado
2020,BA,2933307,VITORIA DA CONQUISTA,40,1821,ESCOLA MUNICIPAL AFONSO HOFFMAN,7205.25,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,12.87,coordenada corrigida,perfil herdado
2022,BA,2933307,VITORIA DA CONQUISTA,40,1821,ESCOLA MUNICIPAL AFONSO HOFFMAN,7205.25,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,12.87,coordenada corrigida,perfil herdado
2024,BA,2933307,VITORIA DA CONQUISTA,40,1821,ESCOLA MUNICIPAL AFONSO HOFFMAN,7205.25,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,12.89,renda incoerente com os vizinhos rurais (R$ 1124),perfil herdado
2006,BA,2933307,VITORIA DA CONQUISTA,40,1830,ESCOLA MUNICIPAL ANTONIO MACHADO,328.88,390.68,40_39659_3301,ESCOLA MUNICIPAL OTAVIANO SALGADO,12.68,coordenada corrigida,perfil herdado
2008,BA,2933307,VITORIA DA CONQUISTA,40,1830,ESCOLA MUNICIPAL ANTONIO MACHADO,328.88,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,8.57,coordenada corrigida,perfil herdado
2010,BA,2933307,VITORIA DA CONQUISTA,40,1830,ESCOLA MUNICIPAL ANTONIO MACHADO,328.88,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,8.57,coordenada corrigida,perfil herdado
2012,BA,2933307,VITORIA DA CONQUISTA,40,1830,ESCOLA MUNICIPAL ANTONIO MACHADO,328.88,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,8.57,coordenada corrigida,perfil herdado
2014,BA,2933307,VITORIA DA CONQUISTA,40,1830,ESCOLA MUNICIPAL ANTONIO MACHADO,328.88,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,8.57,coordenada corrigida,perfil herdado
2016,BA,2933307,VITORIA DA CONQUISTA,40,1830,ESCOLA MUNICIPAL ANTONIO MACHADO,1208.36,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,8.57,coordenada corrigida,perfil herdado
2018,BA,2933307,VITORIA DA CONQUISTA,40,1830,ESCOLA MUNICIPAL ANTONIO MACHADO,1208.36,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,8.57,coordenada corrigida,perfil herdado
2020,BA,2933307,VITORIA DA CONQUISTA,40,1830,ESCOLA MUNICIPAL ANTÔNIO MACHADO,1208.36,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,8.57,coordenada corrigida,perfil herdado
2022,BA,2933307,VITORIA DA CONQUISTA,40,1830,ESCOLA MUNICIPAL ANTÔNIO MACHADO,1208.36,921.54,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,8.57,coordenada corrigida,perfil herdado
2006,BA,2933307,VITORIA DA CONQUISTA,40,1864,ESCOLA MUNICIPAL PAULO SETUBAL,350.99,417.84,40_39659_1961,ESCOLA MUNICIPAL J. J. SEABRA,28.03,coordenada corrigida,perfil herdado
2008,BA,2933307,VITORIA DA CONQUISTA,40,1864,ESCOLA MUNICIPAL PAULO SETUBAL,350.99,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,15.16,coordenada corrigida,perfil herdado
2010,BA,2933307,VITORIA DA CONQUISTA,40,1864,ESCOLA MUNICIPAL PAULO SETUBAL,350.99,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,15.16,coordenada corrigida,perfil herdado
2012,BA,2933307,VITORIA DA CONQUISTA,40,1864,ESCOLA MUNICIPAL PAULO SETUBAL,350.99,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,15.16,coordenada corrigida,perfil herdado
2014,BA,2933307,VITORIA DA CONQUISTA,40,1864,ESCOLA MUNICIPAL PAULO SETUBAL,350.99,420.66,40_39659_3476,ESCOLA MUNICIPAL JOHN KENNEDY,15.16,coordenada corrigida,perfil herdado
