ano,uf,ibge,municipio,zona,local,nome,renda_antes,renda_depois,doador,doador_nome,distancia_km,motivo,situacao
2006,BA,2900801,ALCOBACA,112,1015,ESCOLA ESTADUAL LOMANTO JUNIOR,416.3,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1015,ESCOLA ESTADUAL LOMANTO JUNIOR,416.3,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1015,ESCOLA ESTADUAL LOMANTO JUNIOR,416.3,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1015,ESCOLA ESTADUAL LOMANTO JUNIOR,416.3,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1015,ESCOLA ESTADUAL LOMANTO JUNIOR,416.3,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1015,ESCOLA ESTADUAL LOMANTO JUNIOR,2602.39,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1015,ESCOLA ESTADUAL LOMANTO JUNIOR,2602.39,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1015,ESCOLA ESTADUAL LOMANTO JUNIOR,2602.39,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1015,ESCOLA ESTADUAL LOMANTO JUNIOR,2583.7,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1015,ESCOLA ESTADUAL LOMANTO JUNIOR,2602.39,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1023,ESCOLA DR. NESTOR DUARTE,932.98,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1023,EMEF EUNICE GERONIMO DE OLIVEIRA,1006.93,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1023,EMEF EUNICE GERONIMO DE OLIVEIRA,1006.93,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1023,EMEF EUNICE GERONIMO DE OLIVEIRA,1006.93,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1023,EMEF EUNICE GERONIMO DE OLIVEIRA,1006.93,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1023,EMEF EUNICE GERONIMO DE OLIVEIRA,2572.29,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1023,EMEF EUNICE GERONIMO DE OLIVEIRA,2572.29,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1023,EMEF EUNICE GERÔNIMO DE OLIVEIRA,2572.29,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1023,EMEF EUNICE GERÔNIMO DE OLIVEIRA,2572.29,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1023,EMEF EUNICE GERÔNIMO DE OLIVEIRA,2572.29,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1031,CENTRO EDUCACIONAL DE ALCOBACA,1181.26,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1031,CENTRO EDUCACIONAL DE ALCOBACA,1181.26,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1031,CENTRO EDUCACIONAL DE ALCOBACA,1181.26,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1031,CENTRO EDUCACIONAL DE ALCOBACA,1181.26,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1031,CENTRO EDUCACIONAL DE ALCOBACA,365.36,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1031,CENTRO EDUCACIONAL DE ALCOBACA,2222.86,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1031,CENTRO EDUCACIONAL DE ALCOBACA,2222.86,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1031,CENTRO EDUCACIONAL DE ALCOBAÇA,2222.86,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1031,CENTRO EDUCACIONAL DE ALCOBAÇA,2222.86,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1031,CENTRO EDUCACIONAL DE ALCOBAÇA,2222.86,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1040,ESCOLA MUNICIPAL NOVO DESTINO,505.14,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1040,ESCOLA MUNICIPAL NOVO DESTINO,505.14,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1040,ESCOLA MUNICIPAL NOVO DESTINO,505.14,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1040,ESCOLA MUNICIPAL NOVO DESTINO,505.14,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1040,ESCOLA MUNICIPAL NOVO DESTINO,505.14,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1040,ESCOLA MUNICIPAL NOVO DESTINO,2404.38,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1040,ESCOLA MUNICIPAL NOVO DESTINO,2404.38,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1040,ESCOLA MUNICIPAL NOVO DESTINO,2404.38,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1040,ESCOLA MUNICIPAL NOVO DESTINO,2404.38,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1040,ESCOLA MUNICIPAL NOVO DESTINO,2404.38,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1058,CENTRO EDUCACIONAL DE POUSO ALEGRE,490.24,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1058,CENTRO EDUCACIONAL DE POUSO ALEGRE,490.24,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1058,CENTRO EDUCACIONAL DE POUSO ALEGRE,490.24,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1058,CENTRO EDUCACIONAL DE POUSO ALEGRE,490.24,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1058,CENTRO EDUCACIONAL DE POUSO ALEGRE,490.24,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1058,CENTRO EDUCACIONAL DE POUSO ALEGRE,2583.55,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1058,CENTRO EDUCACIONAL DE POUSO ALEGRE,2583.55,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1058,CENTRO EDUCACIONAL DE POUSO ALEGRE,2583.55,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1058,CENTRO EDUCACIONAL DE POUSO ALEGRE,2583.55,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1058,CENTRO EDUCACIONAL DE POUSO ALEGRE,2583.55,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1066,CENTRO EDUCACIONAL DE SAO JOSE,433.62,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1066,CENTRO EDUCACIONAL DE SAO JOSE,433.62,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1066,CENTRO EDUCACIONAL DE SAO JOSE,433.62,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1066,CENTRO EDUCACIONAL DE SAO JOSE,433.62,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1066,CENTRO EDUCACIONAL DE SAO JOSE,433.62,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1066,CENTRO EDUCACIONAL DE SAO JOSE,2455.79,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1066,CENTRO EDUCACIONAL DE SAO JOSE,2455.79,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1066,CENTRO EDUCACIONAL DE SAO JOSE,2455.79,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1066,CENTRO EDUCACIONAL DE SAO JOSE,2455.79,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1066,CENTRO EDUCACIONAL DE SAO JOSE,2455.79,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1074,CRECHE MAE MITA,416.3,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1074,CRECHE MAE MITA,416.3,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1074,CRECHE MAE MITA,416.3,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1074,CRECHE MAE MITA,416.3,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1074,CRECHE MAE MITA,416.3,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1074,CRECHE MAE MITA,2602.39,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1074,CRECHE MAE MITA,2602.39,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1074,CRECHE MAE MITA,2602.39,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1074,CRECHE MAE MITA,2602.39,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1082,ESCOLA MUNICIPAL PARAISO,446.8,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1082,ESCOLA MUNICIPAL PARAISO,446.8,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1082,ESCOLA MUNICIPAL PARAISO,446.8,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1082,ESCOLA MUNICIPAL PARAISO,446.8,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1082,ESCOLA MUNICIPAL PARAISO,446.8,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1082,ESCOLA MUNICIPAL PARAISO,2548.56,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1082,ESCOLA MUNICIPAL PARAISO,2548.56,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1082,ESCOLA MUNICIPAL PARAISO,2548.56,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1082,ESCOLA MUNICIPAL PARAISO,2548.56,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1082,ESCOLA MUNICIPAL PARAISO,2548.56,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1090,ESCOLA MUNICIPAL PROFA.  CECILIA CAIRES,433.62,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1090,ESCOLA MUNICIPAL PROFA.  CECILIA CAIRES,433.62,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1090,ESCOLA MUNICIPAL PROFA.  CECILIA CAIRES,433.62,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1090,ESCOLA MUNICIPAL PROFA.  CECILIA CAIRES,433.62,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1090,ESCOLA MUNICIPAL PROFA.  CECILIA CAIRES,433.62,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1090,ESCOLA MUNICIPAL PROFA.  CECILIA CAIRES,2798.88,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1090,ESCOLA MUNICIPAL PROFA.  CECILIA CAIRES,2798.88,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1090,ESCOLA MUNICIPAL SANDRA LIMA,2582.09,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1090,ESCOLA MUNICIPAL SANDRA LIMA,2582.09,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1090,ESCOLA MUNICIPAL SANDRA LIMA,2582.09,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1139,ESCOLA MUNICIPAL ELOI FERREIRA,456.64,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1139,ESCOLA MUNICIPAL ELOI FERREIRA,456.64,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1139,ESCOLA MUNICIPAL ELOI FERREIRA,456.64,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1139,ESCOLA MUNICIPAL ELOI FERREIRA,456.64,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1139,ESCOLA MUNICIPAL ELOI FERREIRA,456.64,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1139,ESCOLA MUNICIPAL ELOI FERREIRA,2594.21,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1139,ESCOLA MUNICIPAL ELOI FERREIRA,2594.21,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1139,ESCOLA MUNICIPAL ELOI FERREIRA,2594.21,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1139,ESCOLA MUNICIPAL ELOI FERREIRA,2594.21,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1139,ESCOLA MUNICIPAL ELOI FERREIRA,2594.21,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1155,GRUPO ESCOLAR TIRADENTES,368.25,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1155,GRUPO ESCOLAR TIRADENTES,368.25,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1155,GRUPO ESCOLAR TIRADENTES,368.25,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1155,GRUPO ESCOLAR TIRADENTES,368.25,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1155,GRUPO ESCOLAR TIRADENTES,368.25,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1155,GRUPO ESCOLAR TIRADENTES,2494.79,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1155,GRUPO ESCOLAR TIRADENTES,2494.79,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1155,GRUPO ESCOLAR TIRADENTES,2494.79,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1155,GRUPO ESCOLAR TIRADENTES,2494.79,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1155,GRUPO ESCOLAR TIRADENTES,2494.79,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1163,ESCOLA MUNICIPAL MARIA QUITERIA,1569.33,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1163,ESCOLA MUNICIPAL MARIA QUITERIA,1569.33,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1163,ESCOLA MUNICIPAL MARIA QUITERIA,1569.33,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1163,ESCOLA MUNICIPAL MARIA QUITERIA,1569.33,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1163,ESCOLA MUNICIPAL MARIA QUITERIA,1569.33,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1163,ESCOLA MUNICIPAL MARIA QUITERIA,2494.0,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1163,ESCOLA MUNICIPAL MARIA QUITERIA,2494.0,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1163,ESCOLA MUNICIPAL MARIA QUITERIA,2494.0,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1163,ESCOLA MUNICIPAL MARIA QUITERIA,2494.0,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1163,ESCOLA MUNICIPAL MARIA QUITERIA,2494.0,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1171,ESCOLA MUNICIPAL BOM JESUS,1362.8,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1171,ESCOLA MUNICIPAL BOM JESUS,1362.8,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1171,ESCOLA MUNICIPAL BOM JESUS,1362.8,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1171,ESCOLA MUNICIPAL BOM JESUS,1362.8,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1171,ESCOLA MUNICIPAL BOM JESUS,1362.8,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1171,ESCOLA MUNICIPAL BOM JESUS,2596.27,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1171,ESCOLA MUNICIPAL BOM JESUS,2596.27,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1171,ESCOLA MUNICIPAL BOM JESUS,2596.27,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1171,ESCOLA MUNICIPAL BOM JESUS,2596.27,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1171,ESCOLA MUNICIPAL BOM JESUS,2596.27,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1198,ESCOLA MUNICIPAL D. PEDRO I,435.78,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1198,ESCOLA MUNICIPAL D. PEDRO I,435.78,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1198,ESCOLA MUNICIPAL D. PEDRO I,435.78,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1198,ESCOLA MUNICIPAL D. PEDRO I,435.78,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1198,ESCOLA MUNICIPAL D. PEDRO I,435.78,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1198,ESCOLA MUNICIPAL D. PEDRO I,2403.83,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1198,ESCOLA MUNICIPAL D. PEDRO I,2403.83,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1198,ESCOLA MUNICIPAL D. PEDRO I,2403.83,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1198,ESCOLA MUNICIPAL D. PEDRO I,2403.83,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1198,ESCOLA MUNICIPAL D. PEDRO I,2403.83,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,BA,2900801,ALCOBACA,112,1201,ESCOLA MUNICIPAL CHICO MENDES,500.51,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2008,BA,2900801,ALCOBACA,112,1201,ESCOLA MUNICIPAL CHICO MENDES,500.51,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,BA,2900801,ALCOBACA,112,1201,ESCOLA MUNICIPAL CHICO MENDES,500.51,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,BA,2900801,ALCOBACA,112,1201,ESCOLA MUNICIPAL CHICO MENDES,500.51,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1201,ESCOLA MUNICIPAL CHICO MENDES,500.51,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1201,ESCOLA MUNICIPAL CHICO MENDES,2403.96,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1201,ESCOLA MUNICIPAL CHICO MENDES,2403.96,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,BA,2900801,ALCOBACA,112,1201,ESCOLA MUNICIPAL CHICO MENDES,2403.96,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,BA,2900801,ALCOBACA,112,1201,ESCOLA MUNICIPAL CHICO MENDES,2403.96,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,BA,2900801,ALCOBACA,112,1201,ESCOLA MUNICIPAL CHICO MENDES,2403.96,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2014,BA,2900801,ALCOBACA,112,1210,ESPECIAL CENTRO EDUCACIONAL DE ALCOBACA,365.36,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,BA,2900801,ALCOBACA,112,1210,ESPECIAL CENTRO EDUCACIONAL DE ALCOBACA,2222.86,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,BA,2900801,ALCOBACA,112,1210,ESPECIAL CENTRO EDUCACIONAL DE ALCOBACA,2222.86,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,RN,2401404,BAIA FORMOSA,11,1015,ESCOLA ESTADUAL AGUIDA SUCUPIRA,675.52,641.24,11_16276_5500,ESCOLA SEVERINO DE ARRUDA,6.85,coordenada corrigida,perfil herdado
2008,RN,2401404,BAIA FORMOSA,11,1015,ESCOLA ESTADUAL AGUIDA SUCUPIRA,675.52,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,RN,2401404,BAIA FORMOSA,11,1015,ESCOLA ESTADUAL AGUIDA SUCUPIRA,675.52,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,RN,2401404,BAIA FORMOSA,11,1015,ESCOLA ESTADUAL AGUIDA SUCUPIRA,675.52,641.24,11_16276_5500,ESCOLA SEVERINO DE ARRUDA,6.85,coordenada corrigida,perfil herdado
2014,RN,2401404,BAIA FORMOSA,11,1015,ESCOLA ESTADUAL AGUIDA SUCUPIRA,675.52,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,RN,2401404,BAIA FORMOSA,11,1015,ESCOLA ESTADUAL AGUIDA SUCUPIRA,1760.59,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,RN,2401404,BAIA FORMOSA,11,1015,ESCOLA ESTADUAL AGUIDA SUCUPIRA,1760.59,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,RN,2401404,BAIA FORMOSA,11,1015,ESCOLA ESTADUAL AGUIDA SUCUPIRA,1760.59,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,RN,2401404,BAIA FORMOSA,11,1015,ESCOLA ESTADUAL AGUIDA SUCUPIRA,1760.59,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,RN,2401404,BAIA FORMOSA,11,1015,ESCOLA ESTADUAL AGUIDA SUCUPIRA,1760.59,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,RN,2401404,BAIA FORMOSA,11,1023,ESCOLA ESTADUAL PAULO FREIRE,655.24,641.24,11_16276_5500,ESCOLA SEVERINO DE ARRUDA,6.86,coordenada corrigida,perfil herdado
2008,RN,2401404,BAIA FORMOSA,11,1023,ESCOLA ESTADUAL PAULO FREIRE,655.24,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,RN,2401404,BAIA FORMOSA,11,1023,ESCOLA ESTADUAL PAULO FREIRE,655.24,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
